Date,Day,Djibo data,Djibo data_normalized,Mentao data,Mentao data_normalized,Dori data,Dori data_normalized,Damba data,Damba data_normalized,Fassala data,Fassala data_normalized,Niamey data,Niamey data_normalized,Abala data,Abala data_normalized,Mangaize data,Mangaize data_normalized,Ayorou data,Ayorou data_normalized,Tahoua data,Tahoua data_normalized,sum_of_values,sum_of_values_normalized
2023-07-10,312,2376,324,8673,1183,7256,990,4559,622,11688,1594,36643,4999,22318,3045,5768,787,11246,1534,11089,1513,121616,16591
2023-07-11,313,2376,322,8673,1175,7256,983,4559,617,11688,1583,36643,4963,22318,3023,5768,781,11246,1523,11089,1502,121616,16472
2023-07-12,314,2376,326,8673,1188,7256,994,4559,625,11688,1601,36643,5020,22318,3058,5768,790,11246,1541,11089,1519,121616,16662
2023-07-13,315,2376,330,8673,1205,7256,1008,4559,633,11688,1623,36643,5089,22318,3100,5768,801,11246,1562,11089,1540,121616,16890
2023-07-14,316,2376,323,8673,1178,7256,985,4559,619,11688,1587,36643,4975,22318,3030,5768,783,11246,1527,11089,1506,121616,16513
2023-07-15,317,2376,324,8673,1184,7256,991,4559,623,11688,1596,36643,5004,22318,3048,5768,788,11246,1536,11089,1514,121616,16608
2023-07-16,318,2376,313,8673,1144,7256,957,4559,601,11688,1542,36643,4834,22318,2944,5768,761,11246,1484,11089,1463,121616,16044
2023-07-17,319,2376,319,8673,1166,7256,975,4559,613,11688,1571,36643,4925,22318,3000,5768,775,11246,1512,11089,1490,121616,16346
2023-07-18,320,2376,329,8673,1200,7256,1004,4559,631,11688,1617,36643,5068,22318,3087,5768,798,11246,1555,11089,1534,121616,16820
2023-07-19,321,2376,334,8673,1220,7256,1020,4559,641,11688,1644,36643,5153,22318,3139,5768,811,11246,1582,11089,1559,121616,17103
2023-07-20,322,2376,312,8673,1140,7256,954,4559,599,11688,1536,36643,4816,22318,2933,5768,758,11246,1478,11089,1457,121616,15984
2023-07-21,323,2376,315,8673,1149,7256,961,4559,604,11688,1548,36643,4853,22318,2956,5768,764,11246,1489,11089,1469,121616,16107
2023-07-22,324,2376,312,8673,1138,7256,952,4559,598,11688,1534,36643,4810,22318,2929,5768,757,11246,1476,11089,1456,121616,15963
2023-07-23,325,2376,315,8673,1149,7256,962,4559,604,11688,1549,36643,4856,22318,2958,5768,764,11246,1490,11089,1470,121616,16117
2023-07-24,326,2376,299,8673,1091,7256,912,4559,573,11688,1470,36643,4608,22318,2807,5768,725,11246,1414,11089,1395,121616,15294
2023-07-25,327,2376,295,8673,1076,7256,900,4559,566,11688,1450,36643,4547,22318,2769,5768,716,11246,1395,11089,1376,121616,15091
2023-07-26,328,2376,317,8673,1158,7256,969,4559,609,11688,1561,36643,4894,22318,2981,5768,770,11246,1502,11089,1481,121616,16242
2023-07-27,329,2376,308,8673,1123,7256,939,4559,590,11688,1513,36643,4744,22318,2889,5768,747,11246,1456,11089,1436,121616,15744
2023-07-28,330,2376,306,8673,1116,7256,934,4559,587,11688,1505,36643,4717,22318,2873,5768,743,11246,1448,11089,1427,121616,15656
2023-07-29,331,2376,293,8673,1071,7256,896,4559,563,11688,1444,36643,4526,22318,2756,5768,712,11246,1389,11089,1370,121616,15020
2023-07-30,332,2376,307,8673,1119,7256,936,4559,588,11688,1508,36643,4728,22318,2880,5768,744,11246,1451,11089,1431,121616,15692
2023-07-31,333,2376,292,8673,1066,7256,892,4559,560,11688,1437,36643,4504,22318,2743,5768,709,11246,1382,11089,1363,121616,14950
2023-08-01,334,2376,292,8673,1066,7256,892,4559,560,11688,1436,36643,4502,22318,2742,5768,709,11246,1382,11089,1362,121616,14942
2023-08-02,335,2376,293,8673,1069,7256,895,4559,562,11688,1441,36643,4519,22318,2752,5768,711,11246,1387,11089,1367,121616,14997
2023-08-03,336,2376,298,8673,1089,7256,911,4559,573,11688,1468,36643,4602,22318,2803,5768,724,11246,1412,11089,1393,121616,15272
2023-08-04,337,2376,286,8673,1042,7256,872,4559,548,11688,1405,36643,4404,22318,2683,5768,693,11246,1352,11089,1333,121616,14618
2023-08-05,338,2376,281,8673,1026,7256,858,4559,539,11688,1383,36643,4334,22318,2640,5768,682,11246,1330,11089,1312,121616,14385
2023-08-06,339,2376,279,8673,1019,7256,852,4559,536,11688,1373,36643,4305,22318,2622,5768,678,11246,1321,11089,1303,121616,14287
2023-08-07,340,2376,278,8673,1014,7256,849,4559,533,11688,1367,36643,4285,22318,2610,5768,675,11246,1315,11089,1297,121616,14223
2023-08-08,341,2376,282,8673,1031,7256,862,4559,542,11688,1389,36643,4354,22318,2652,5768,685,11246,1336,11089,1318,121616,14451
2023-08-09,342,2376,267,8673,973,7256,814,4559,512,11688,1312,36643,4113,22318,2505,5768,647,11246,1262,11089,1245,121616,13650
2023-08-10,343,2376,280,8673,1023,7256,856,4559,538,11688,1378,36643,4321,22318,2632,5768,680,11246,1326,11089,1308,121616,14341
2023-08-11,344,2376,262,8673,955,7256,799,4559,502,11688,1287,36643,4035,22318,2457,5768,635,11246,1238,11089,1221,121616,13391
2023-08-12,345,2376,281,8673,1026,7256,858,4559,539,11688,1382,36643,4333,22318,2639,5768,682,11246,1330,11089,1311,121616,14383
2023-08-13,346,2376,276,8673,1007,7256,843,4559,529,11688,1357,36643,4255,22318,2592,5768,670,11246,1306,11089,1288,121616,14123
2023-08-14,347,2376,270,8673,986,7256,825,4559,518,11688,1328,36643,4165,22318,2536,5768,656,11246,1278,11089,1260,121616,13822
2023-08-15,348,2376,280,8673,1021,7256,854,4559,536,11688,1375,36643,4312,22318,2626,5768,679,11246,1323,11089,1305,121616,14311
2023-08-16,349,2376,273,8673,996,7256,833,4559,524,11688,1342,36643,4209,22318,2563,5768,662,11246,1292,11089,1274,121616,13968
2023-08-17,350,2376,262,8673,957,7256,801,4559,503,11688,1290,36643,4045,22318,2463,5768,637,11246,1241,11089,1224,121616,13424
2023-08-18,351,2376,254,8673,929,7256,777,4559,488,11688,1252,36643,3924,22318,2390,5768,618,11246,1204,11089,1188,121616,13024
2023-08-19,352,2376,257,8673,938,7256,785,4559,493,11688,1264,36643,3964,22318,2414,5768,624,11246,1217,11089,1200,121616,13157
2023-08-20,353,2376,258,8673,940,7256,787,4559,494,11688,1267,36643,3973,22318,2420,5768,625,11246,1219,11089,1202,121616,13185
2023-08-21,354,2376,253,8673,924,7256,773,4559,486,11688,1245,36643,3903,22318,2377,5768,614,11246,1198,11089,1181,121616,12955
2023-08-22,355,2376,252,8673,921,7256,770,4559,484,11688,1241,36643,3891,22318,2370,5768,612,11246,1194,11089,1177,121616,12913
2023-08-23,356,2376,256,8673,934,7256,781,4559,491,11688,1258,36643,3944,22318,2402,5768,621,11246,1210,11089,1194,121616,13090
2023-08-24,357,2376,248,8673,904,7256,756,4559,475,11688,1218,36643,3818,22318,2325,5768,601,11246,1172,11089,1155,121616,12671
2023-08-25,358,2376,256,8673,935,7256,782,4559,492,11688,1260,36643,3951,22318,2406,5768,622,11246,1213,11089,1196,121616,13113
2023-08-26,359,2376,258,8673,941,7256,787,4559,495,11688,1268,36643,3975,22318,2421,5768,626,11246,1220,11089,1203,121616,13192
2023-08-27,360,2376,242,8673,884,7256,740,4559,465,11688,1191,36643,3735,22318,2275,5768,588,11246,1146,11089,1130,121616,12396
2023-08-28,361,2376,240,8673,875,7256,732,4559,460,11688,1180,36643,3699,22318,2253,5768,582,11246,1135,11089,1119,121616,12276
2023-08-29,362,2376,252,8673,920,7256,770,4559,484,11688,1240,36643,3888,22318,2368,5768,612,11246,1193,11089,1177,121616,12904
2023-08-30,363,2376,232,8673,846,7256,707,4559,444,11688,1140,36643,3573,22318,2176,5768,562,11246,1096,11089,1081,121616,11857
2023-08-31,364,2376,240,8673,876,7256,733,4559,460,11688,1180,36643,3700,22318,2254,5768,582,11246,1136,11089,1120,121616,12281
2023-09-01,365,2376,241,8673,879,7256,736,4559,462,11688,1185,36643,3715,22318,2263,5768,585,11246,1140,11089,1124,121616,12331
2023-09-02,366,2376,230,8673,840,7256,703,4559,442,11688,1132,36643,3550,22318,2162,5768,559,11246,1090,11089,1074,121616,11783
2023-09-03,367,2376,238,8673,870,7256,728,4559,457,11688,1172,36643,3675,22318,2238,5768,579,11246,1128,11089,1112,121616,12198
2023-09-04,368,2376,237,8673,867,7256,725,4559,456,11688,1168,36643,3661,22318,2230,5768,576,11246,1124,11089,1108,121616,12152
2023-09-05,369,2376,219,8673,801,7256,670,4559,421,11688,1080,36643,3385,22318,2062,5768,533,11246,1039,11089,1024,121616,11235
2023-09-06,370,2376,221,8673,807,7256,676,4559,424,11688,1088,36643,3411,22318,2078,5768,537,11246,1047,11089,1032,121616,11322
2023-09-07,371,2376,233,8673,849,7256,710,4559,446,11688,1144,36643,3587,22318,2185,5768,565,11246,1101,11089,1086,121616,11906
2023-09-08,372,2376,228,8673,831,7256,695,4559,437,11688,1119,36643,3510,22318,2138,5768,552,11246,1077,11089,1062,121616,11648
2023-09-09,373,2376,218,8673,795,7256,665,4559,418,11688,1071,36643,3359,22318,2046,5768,529,11246,1031,11089,1016,121616,11147
2023-09-10,374,2376,217,8673,791,7256,662,4559,416,11688,1066,36643,3341,22318,2035,5768,526,11246,1025,11089,1011,121616,11088
2023-09-11,375,2376,215,8673,785,7256,657,4559,413,11688,1058,36643,3316,22318,2020,5768,522,11246,1018,11089,1004,121616,11006
2023-09-12,376,2376,226,8673,824,7256,689,4559,433,11688,1110,36643,3481,22318,2120,5768,548,11246,1068,11089,1053,121616,11552
2023-09-13,377,2376,228,8673,833,7256,697,4559,438,11688,1122,36643,3518,22318,2143,5768,554,11246,1080,11089,1065,121616,11676
2023-09-14,378,2376,217,8673,792,7256,662,4559,416,11688,1067,36643,3345,22318,2037,5768,526,11246,1026,11089,1012,121616,11101
2023-09-15,379,2376,211,8673,770,7256,644,4559,405,11688,1038,36643,3254,22318,1982,5768,512,11246,999,11089,985,121616,10800
2023-09-16,380,2376,215,8673,785,7256,657,4559,413,11688,1058,36643,3318,22318,2021,5768,522,11246,1018,11089,1004,121616,11013
2023-09-17,381,2376,222,8673,810,7256,678,4559,426,11688,1092,36643,3423,22318,2085,5768,539,11246,1050,11089,1036,121616,11359
2023-09-18,382,2376,218,8673,795,7256,665,4559,418,11688,1072,36643,3360,22318,2047,5768,529,11246,1031,11089,1017,121616,11152
2023-09-19,383,2376,218,8673,795,7256,665,4559,418,11688,1072,36643,3360,22318,2047,5768,529,11246,1031,11089,1017,121616,11152
2023-09-20,384,2376,215,8673,785,7256,657,4559,412,11688,1058,36643,3315,22318,2019,5768,522,11246,1018,11089,1003,121616,11004
2023-09-21,385,2376,214,8673,782,7256,654,4559,411,11688,1054,36643,3303,22318,2012,5768,520,11246,1014,11089,1000,121616,10962
2023-09-22,386,2376,206,8673,751,7256,628,4559,395,11688,1012,36643,3174,22318,1933,5768,500,11246,974,11089,960,121616,10534
2023-09-23,387,2376,205,8673,748,7256,626,4559,393,11688,1008,36643,3161,22318,1925,5768,498,11246,970,11089,956,121616,10490
2023-09-24,388,2376,205,8673,747,7256,625,4559,393,11688,1007,36643,3158,22318,1923,5768,497,11246,969,11089,956,121616,10481
2023-09-25,389,2376,211,8673,770,7256,644,4559,405,11688,1037,36643,3252,22318,1981,5768,512,11246,998,11089,984,121616,10794
2023-09-26,390,2376,195,8673,711,7256,595,4559,374,11688,958,36643,3002,22318,1829,5768,473,11246,921,11089,909,121616,9965
2023-09-27,391,2376,213,8673,776,7256,649,4559,408,11688,1046,36643,3279,22318,1997,5768,516,11246,1006,11089,992,121616,10883
2023-09-28,392,2376,203,8673,742,7256,621,4559,390,11688,1000,36643,3135,22318,1909,5768,493,11246,962,11089,949,121616,10404
2023-09-29,393,2376,194,8673,708,7256,592,4559,372,11688,954,36643,2989,22318,1821,5768,471,11246,917,11089,905,121616,9921
2023-09-30,394,2376,210,8673,767,7256,641,4559,403,11688,1033,36643,3239,22318,1973,5768,510,11246,994,11089,980,121616,10750
2023-10-01,395,2376,206,8673,754,7256,631,4559,396,11688,1016,36643,3184,22318,1939,5768,501,11246,977,11089,964,121616,10568
2023-10-02,396,2376,196,8673,714,7256,597,4559,375,11688,962,36643,3016,22318,1837,5768,475,11246,926,11089,913,121616,10011
2023-10-03,397,2376,203,8673,741,7256,620,4559,390,11688,999,36643,3131,22318,1907,5768,493,11246,961,11089,948,121616,10393
2023-10-04,398,2376,202,8673,736,7256,616,4559,387,11688,992,36643,3109,22318,1893,5768,489,11246,954,11089,941,121616,10318
2023-10-05,399,2376,187,8673,681,7256,570,4559,358,11688,918,36643,2877,22318,1752,5768,453,11246,883,11089,871,121616,9549
2023-10-06,400,2376,201,8673,735,7256,615,4559,386,11688,990,36643,3105,22318,1891,5768,489,11246,953,11089,939,121616,10304
2023-10-07,401,2376,188,8673,686,7256,574,4559,361,11688,925,36643,2899,22318,1766,5768,456,11246,890,11089,877,121616,9622
2023-10-08,402,2376,199,8673,726,7256,608,4559,382,11688,979,36643,3068,22318,1869,5768,483,11246,942,11089,928,121616,10183
2023-10-09,403,2376,203,8673,741,7256,620,4559,389,11688,998,36643,3130,22318,1906,5768,493,11246,961,11089,947,121616,10388
2023-10-10,404,2376,191,8673,697,7256,583,4559,366,11688,939,36643,2945,22318,1794,5768,464,11246,904,11089,891,121616,9775
2023-10-11,405,2376,195,8673,710,7256,594,4559,373,11688,957,36643,3001,22318,1828,5768,472,11246,921,11089,908,121616,9959
2023-10-12,406,2376,198,8673,721,7256,603,4559,379,11688,972,36643,3047,22318,1856,5768,480,11246,935,11089,922,121616,10111
2023-10-13,407,2376,206,8673,752,7256,629,4559,395,11688,1013,36643,3176,22318,1934,5768,500,11246,975,11089,961,121616,10541
2023-10-14,408,2376,182,8673,664,7256,555,4559,349,11688,895,36643,2805,22318,1708,5768,442,11246,861,11089,849,121616,9310
2023-10-15,409,2376,192,8673,699,7256,585,4559,367,11688,942,36643,2954,22318,1799,5768,465,11246,906,11089,894,121616,9803
2023-10-16,410,2376,191,8673,698,7256,584,4559,367,11688,941,36643,2949,22318,1796,5768,464,11246,905,11089,892,121616,9787
2023-10-17,411,2376,190,8673,692,7256,579,4559,364,11688,933,36643,2925,22318,1781,5768,460,11246,898,11089,885,121616,9707
2023-10-18,412,2376,188,8673,686,7256,574,4559,360,11688,924,36643,2897,22318,1765,5768,456,11246,889,11089,877,121616,9616
2023-10-19,413,2376,187,8673,682,7256,570,4559,358,11688,919,36643,2881,22318,1755,5768,453,11246,884,11089,872,121616,9562
2023-10-20,414,2376,191,8673,698,7256,584,4559,367,11688,941,36643,2950,22318,1797,5768,464,11246,905,11089,893,121616,9791
2023-10-21,415,2376,191,8673,695,7256,582,4559,366,11688,937,36643,2938,22318,1790,5768,463,11246,902,11089,889,121616,9752
2023-10-22,416,2376,190,8673,693,7256,580,4559,365,11688,934,36643,2930,22318,1784,5768,461,11246,899,11089,887,121616,9723
2023-10-23,417,2376,195,8673,712,7256,595,4559,374,11688,959,36643,3007,22318,1831,5768,473,11246,923,11089,910,121616,9979
2023-10-24,418,2376,188,8673,687,7256,575,4559,361,11688,926,36643,2903,22318,1768,5768,457,11246,891,11089,878,121616,9634
2023-10-25,419,2376,190,8673,692,7256,579,4559,364,11688,933,36643,2925,22318,1782,5768,460,11246,898,11089,885,121616,9709
2023-10-26,420,2376,193,8673,705,7256,590,4559,371,11688,950,36643,2978,22318,1814,5768,469,11246,914,11089,901,121616,9884
2023-10-27,421,2376,198,8673,722,7256,604,4559,380,11688,973,36643,3052,22318,1859,5768,480,11246,937,11089,923,121616,10128
2023-10-28,422,2376,193,8673,704,7256,589,4559,370,11688,948,36643,2973,22318,1811,5768,468,11246,912,11089,900,121616,9868
2023-10-29,423,2376,171,8673,622,7256,521,4559,327,11688,839,36643,2630,22318,1602,5768,414,11246,807,11089,796,121616,8728
2023-10-30,424,2376,182,8673,666,7256,557,4559,350,11688,898,36643,2814,22318,1714,5768,443,11246,864,11089,852,121616,9341
2023-10-31,425,2376,184,8673,672,7256,562,4559,353,11688,905,36643,2838,22318,1729,5768,447,11246,871,11089,859,121616,9420
2023-11-01,426,2376,189,8673,690,7256,577,4559,363,11688,930,36643,2915,22318,1776,5768,459,11246,895,11089,882,121616,9676
2023-11-02,427,2376,187,8673,683,7256,571,4559,359,11688,920,36643,2884,22318,1757,5768,454,11246,885,11089,873,121616,9573
2023-11-03,428,2376,188,8673,686,7256,574,4559,361,11688,925,36643,2900,22318,1766,5768,456,11246,890,11089,878,121616,9624
2023-11-04,429,2376,184,8673,672,7256,563,4559,353,11688,906,36643,2841,22318,1730,5768,447,11246,872,11089,860,121616,9429
2023-11-05,430,2376,190,8673,693,7256,580,4559,364,11688,934,36643,2930,22318,1784,5768,461,11246,899,11089,887,121616,9723
2023-11-06,431,2376,193,8673,706,7256,591,4559,371,11688,952,36643,2984,22318,1818,5768,470,11246,916,11089,903,121616,9904
2023-11-07,432,2376,194,8673,707,7256,591,4559,372,11688,953,36643,2986,22318,1819,5768,470,11246,917,11089,904,121616,9912
2023-11-08,433,2376,183,8673,667,7256,558,4559,351,11688,899,36643,2817,22318,1716,5768,443,11246,865,11089,853,121616,9351
2023-11-09,434,2376,185,8673,675,7256,564,4559,355,11688,909,36643,2851,22318,1736,5768,449,11246,875,11089,863,121616,9461
2023-11-10,435,2376,186,8673,681,7256,570,4559,358,11688,917,36643,2876,22318,1752,5768,453,11246,883,11089,870,121616,9546
2023-11-11,436,2376,186,8673,679,7256,568,4559,357,11688,915,36643,2868,22318,1747,5768,451,11246,880,11089,868,121616,9518
2023-11-12,437,2376,190,8673,694,7256,581,4559,365,11688,935,36643,2933,22318,1786,5768,462,11246,900,11089,887,121616,9733
2023-11-13,438,2376,192,8673,702,7256,587,4559,369,11688,946,36643,2965,22318,1806,5768,467,11246,910,11089,897,121616,9841
2023-11-14,439,2376,191,8673,698,7256,584,4559,367,11688,941,36643,2951,22318,1797,5768,465,11246,906,11089,893,121616,9794
2023-11-15,440,2376,189,8673,690,7256,577,4559,363,11688,930,36643,2915,22318,1775,5768,459,11246,895,11089,882,121616,9674
2023-11-16,441,2376,184,8673,673,7256,563,4559,354,11688,907,36643,2843,22318,1731,5768,447,11246,872,11089,860,121616,9434
2023-11-17,442,2376,184,8673,672,7256,563,4559,353,11688,906,36643,2841,22318,1730,5768,447,11246,872,11089,860,121616,9429
2023-11-18,443,2376,183,8673,669,7256,560,4559,352,11688,902,36643,2828,22318,1722,5768,445,11246,868,11089,856,121616,9385
2023-11-19,444,2376,188,8673,685,7256,573,4559,360,11688,923,36643,2893,22318,1762,5768,455,11246,888,11089,876,121616,9603
2023-11-20,445,2376,198,8673,722,7256,604,4559,379,11688,973,36643,3050,22318,1857,5768,480,11246,936,11089,923,121616,10122
2023-11-21,446,2376,195,8673,710,7256,594,4559,373,11688,957,36643,3000,22318,1827,5768,472,11246,921,11089,908,121616,9956
2023-11-22,447,2376,193,8673,704,7256,589,4559,370,11688,948,36643,2972,22318,1810,5768,468,11246,912,11089,900,121616,9865
2023-11-23,448,2376,199,8673,725,7256,607,4559,381,11688,977,36643,3064,22318,1866,5768,482,11246,940,11089,927,121616,10169
2023-11-24,449,2376,194,8673,709,7256,593,4559,373,11688,956,36643,2996,22318,1825,5768,472,11246,919,11089,907,121616,9943
2023-11-25,450,2376,197,8673,721,7256,603,4559,379,11688,971,36643,3046,22318,1855,5768,479,11246,935,11089,922,121616,10108
2023-11-26,451,2376,191,8673,698,7256,584,4559,367,11688,941,36643,2949,22318,1796,5768,464,11246,905,11089,892,121616,9788
2023-11-27,452,2376,192,8673,702,7256,587,4559,369,11688,946,36643,2965,22318,1806,5768,467,11246,910,11089,897,121616,9841
2023-11-28,453,2376,195,8673,712,7256,596,4559,374,11688,959,36643,3008,22318,1832,5768,474,11246,923,11089,910,121616,9984
2023-11-29,454,2376,197,8673,720,7256,602,4559,378,11688,970,36643,3041,22318,1852,5768,479,11246,933,11089,920,121616,10093
2023-11-30,455,2376,201,8673,734,7256,614,4559,386,11688,989,36643,3099,22318,1888,5768,488,11246,951,11089,938,121616,10286
2023-12-01,456,2376,202,8673,736,7256,616,4559,387,11688,992,36643,3111,22318,1895,5768,490,11246,955,11089,941,121616,10324
2023-12-02,457,2376,202,8673,737,7256,617,4559,387,11688,993,36643,3114,22318,1897,5768,490,11246,956,11089,942,121616,10336
2023-12-03,458,2376,200,8673,731,7256,611,4559,384,11688,985,36643,3087,22318,1880,5768,486,11246,947,11089,934,121616,10246
2023-12-04,459,2376,203,8673,742,7256,621,4559,390,11688,1000,36643,3137,22318,1910,5768,494,11246,963,11089,949,121616,10410
2023-12-05,460,2376,205,8673,748,7256,626,4559,393,11688,1008,36643,3160,22318,1924,5768,497,11246,970,11089,956,121616,10486
2023-12-06,461,2376,202,8673,736,7256,616,4559,387,11688,992,36643,3109,22318,1894,5768,489,11246,954,11089,941,121616,10319
2023-12-07,462,2376,209,8673,761,7256,637,4559,400,11688,1026,36643,3216,22318,1959,5768,506,11246,987,11089,973,121616,10674
2023-12-08,463,2376,202,8673,738,7256,618,4559,388,11688,995,36643,3119,22318,1900,5768,491,11246,957,11089,944,121616,10351
2023-12-09,464,2376,224,8673,819,7256,685,4559,430,11688,1103,36643,3458,22318,2106,5768,544,11246,1061,11089,1047,121616,11478
2023-12-10,465,2376,214,8673,780,7256,652,4559,410,11688,1051,36643,3294,22318,2006,5768,519,11246,1011,11089,997,121616,10933
2023-12-11,466,2376,213,8673,777,7256,650,4559,409,11688,1047,36643,3283,22318,2000,5768,517,11246,1008,11089,994,121616,10897
2023-12-12,467,2376,208,8673,759,7256,635,4559,399,11688,1023,36643,3209,22318,1954,5768,505,11246,985,11089,971,121616,10649
2023-12-13,468,2376,224,8673,818,7256,684,4559,430,11688,1102,36643,3454,22318,2104,5768,544,11246,1060,11089,1045,121616,11464
2023-12-14,469,2376,215,8673,784,7256,656,4559,412,11688,1056,36643,3311,22318,2017,5768,521,11246,1016,11089,1002,121616,10989
2023-12-15,470,2376,224,8673,818,7256,684,4559,430,11688,1102,36643,3456,22318,2105,5768,544,11246,1061,11089,1046,121616,11472
2023-12-16,471,2376,211,8673,770,7256,644,4559,405,11688,1038,36643,3253,22318,1981,5768,512,11246,998,11089,984,121616,10795
2023-12-17,472,2376,227,8673,829,7256,694,4559,436,11688,1118,36643,3504,22318,2134,5768,552,11246,1076,11089,1061,121616,11631
2023-12-18,473,2376,225,8673,821,7256,687,4559,431,11688,1106,36643,3468,22318,2112,5768,546,11246,1064,11089,1049,121616,11509
2023-12-19,474,2376,220,8673,802,7256,671,4559,421,11688,1080,36643,3387,22318,2063,5768,533,11246,1039,11089,1025,121616,11240
2023-12-20,475,2376,224,8673,816,7256,683,4559,429,11688,1100,36643,3449,22318,2100,5768,543,11246,1058,11089,1044,121616,11446
2023-12-21,476,2376,222,8673,809,7256,677,4559,426,11688,1091,36643,3420,22318,2083,5768,538,11246,1050,11089,1035,121616,11351
2023-12-22,477,2376,222,8673,810,7256,678,4559,426,11688,1092,36643,3422,22318,2085,5768,539,11246,1050,11089,1036,121616,11359
2023-12-23,478,2376,225,8673,822,7256,688,4559,432,11688,1108,36643,3473,22318,2115,5768,547,11246,1066,11089,1051,121616,11527
2023-12-24,479,2376,234,8673,854,7256,714,4559,449,11688,1150,36643,3606,22318,2197,5768,568,11246,1107,11089,1091,121616,11969
2023-12-25,480,2376,229,8673,834,7256,698,4559,439,11688,1125,36643,3526,22318,2147,5768,555,11246,1082,11089,1067,121616,11701
2023-12-26,481,2376,229,8673,837,7256,700,4559,440,11688,1128,36643,3535,22318,2153,5768,556,11246,1085,11089,1070,121616,11732
2023-12-27,482,2376,242,8673,885,7256,740,4559,465,11688,1192,36643,3738,22318,2277,5768,588,11246,1147,11089,1131,121616,12406
2023-12-28,483,2376,221,8673,805,7256,674,4559,423,11688,1085,36643,3401,22318,2072,5768,535,11246,1044,11089,1029,121616,11289
2023-12-29,484,2376,242,8673,885,7256,740,4559,465,11688,1192,36643,3738,22318,2276,5768,588,11246,1147,11089,1131,121616,12405
2023-12-30,485,2376,251,8673,915,7256,765,4559,481,11688,1233,36643,3864,22318,2353,5768,608,11246,1186,11089,1169,121616,12825
2023-12-31,486,2376,235,8673,857,7256,717,4559,450,11688,1155,36643,3619,22318,2205,5768,570,11246,1111,11089,1095,121616,12013
2024-01-01,487,2376,249,8673,908,7256,759,4559,477,11688,1223,36643,3835,22318,2336,5768,604,11246,1177,11089,1161,121616,12729
2024-01-02,488,2376,247,8673,902,7256,755,4559,474,11688,1216,36643,3812,22318,2321,5768,600,11246,1170,11089,1153,121616,12650
2024-01-03,489,2376,251,8673,915,7256,765,4559,481,11688,1232,36643,3864,22318,2353,5768,608,11246,1186,11089,1169,121616,12824
2024-01-04,490,2376,251,8673,917,7256,768,4559,482,11688,1236,36643,3876,22318,2361,5768,610,11246,1190,11089,1173,121616,12864
2024-01-05,491,2376,248,8673,904,7256,756,4559,475,11688,1218,36643,3819,22318,2326,5768,601,11246,1172,11089,1156,121616,12674
2024-01-06,492,2376,238,8673,868,7256,727,4559,456,11688,1170,36643,3669,22318,2235,5768,578,11246,1126,11089,1110,121616,12177
2024-01-07,493,2376,244,8673,891,7256,745,4559,468,11688,1200,36643,3764,22318,2292,5768,592,11246,1155,11089,1139,121616,12491
2024-01-08,494,2376,251,8673,917,7256,767,4559,482,11688,1236,36643,3875,22318,2360,5768,610,11246,1189,11089,1173,121616,12861
2024-01-09,495,2376,247,8673,902,7256,755,4559,474,11688,1216,36643,3812,22318,2322,5768,600,11246,1170,11089,1154,121616,12653
2024-01-10,496,2376,260,8673,949,7256,794,4559,499,11688,1279,36643,4011,22318,2443,5768,631,11246,1231,11089,1214,121616,13311
2024-01-11,497,2376,257,8673,938,7256,785,4559,493,11688,1265,36643,3965,22318,2415,5768,624,11246,1217,11089,1200,121616,13159
2024-01-12,498,2376,261,8673,952,7256,796,4559,500,11688,1282,36643,4021,22318,2449,5768,633,11246,1234,11089,1217,121616,13344
2024-01-13,499,2376,264,8673,962,7256,805,4559,506,11688,1296,36643,4064,22318,2475,5768,640,11246,1247,11089,1230,121616,13488
2024-01-14,500,2376,263,8673,960,7256,803,4559,504,11688,1293,36643,4054,22318,2469,5768,638,11246,1244,11089,1227,121616,13455
2024-01-15,501,2376,273,8673,997,7256,834,4559,524,11688,1344,36643,4214,22318,2566,5768,663,11246,1293,11089,1275,121616,13985
2024-01-16,502,2376,256,8673,935,7256,782,4559,492,11688,1260,36643,3951,22318,2407,5768,622,11246,1213,11089,1196,121616,13114
2024-01-17,503,2376,275,8673,1002,7256,838,4559,527,11688,1351,36643,4234,22318,2579,5768,666,11246,1299,11089,1281,121616,14053
2024-01-18,504,2376,269,8673,984,7256,823,4559,517,11688,1326,36643,4156,22318,2531,5768,654,11246,1275,11089,1258,121616,13793
2024-01-19,505,2376,281,8673,1024,7256,857,4559,538,11688,1380,36643,4327,22318,2636,5768,681,11246,1328,11089,1310,121616,14362
2024-01-20,506,2376,277,8673,1013,7256,847,4559,532,11688,1365,36643,4279,22318,2606,5768,674,11246,1313,11089,1295,121616,14202
2024-01-21,507,2376,288,8673,1051,7256,879,4559,552,11688,1416,36643,4438,22318,2703,5768,699,11246,1362,11089,1343,121616,14731
2024-01-22,508,2376,273,8673,998,7256,835,4559,525,11688,1345,36643,4216,22318,2568,5768,664,11246,1294,11089,1276,121616,13993
2024-01-23,509,2376,287,8673,1047,7256,876,4559,550,11688,1411,36643,4424,22318,2694,5768,696,11246,1358,11089,1339,121616,14681
2024-01-24,510,2376,289,8673,1055,7256,882,4559,554,11688,1421,36643,4456,22318,2714,5768,701,11246,1367,11089,1348,121616,14788
2024-01-25,511,2376,281,8673,1024,7256,857,4559,538,11688,1380,36643,4328,22318,2636,5768,681,11246,1328,11089,1310,121616,14363
