Date,Day,Djibo data,Djibo data_normalized,Mentao data,Mentao data_normalized,Dori data,Dori data_normalized,Damba data,Damba data_normalized,Fassala data,Fassala data_normalized,Niamey data,Niamey data_normalized,Abala data,Abala data_normalized,Mangaize data,Mangaize data_normalized,Ayorou data,Ayorou data_normalized,Tahoua data,Tahoua data_normalized,sum_of_values,sum_of_values_normalized
2024-01-26,512,2376,292,8673,1065,7256,891,4559,560,11688,1435,36643,4499,22318,2740,5768,708,11246,1381,11089,1361,121616,14932
2024-01-27,513,2376,285,8673,1041,7256,871,4559,547,11688,1403,36643,4399,22318,2679,5768,692,11246,1350,11089,1331,121616,14601
2024-01-28,514,2376,278,8673,1016,7256,850,4559,534,11688,1370,36643,4294,22318,2615,5768,676,11246,1318,11089,1299,121616,14251
2024-01-29,515,2376,285,8673,1041,7256,871,4559,547,11688,1403,36643,4399,22318,2679,5768,692,11246,1350,11089,1331,121616,14599
2024-01-30,516,2376,285,8673,1040,7256,870,4559,547,11688,1401,36643,4393,22318,2676,5768,691,11246,1348,11089,1329,121616,14580
2024-01-31,517,2376,293,8673,1068,7256,893,4559,561,11688,1439,36643,4512,22318,2748,5768,710,11246,1385,11089,1365,121616,14975
2024-02-01,518,2376,291,8673,1063,7256,890,4559,559,11688,1433,36643,4493,22318,2737,5768,707,11246,1379,11089,1360,121616,14912
2024-02-02,519,2376,301,8673,1099,7256,920,4559,578,11688,1481,36643,4644,22318,2829,5768,731,11246,1425,11089,1406,121616,15415
2024-02-03,520,2376,284,8673,1035,7256,866,4559,544,11688,1395,36643,4373,22318,2663,5768,688,11246,1342,11089,1323,121616,14512
2024-02-04,521,2376,296,8673,1081,7256,905,4559,568,11688,1457,36643,4569,22318,2783,5768,719,11246,1402,11089,1383,121616,15164
2024-02-05,522,2376,302,8673,1103,7256,923,4559,580,11688,1486,36643,4659,22318,2838,5768,733,11246,1430,11089,1410,121616,15462
2024-02-06,523,2376,297,8673,1082,7256,906,4559,569,11688,1459,36643,4573,22318,2785,5768,720,11246,1404,11089,1384,121616,15179
2024-02-07,524,2376,308,8673,1125,7256,941,4559,591,11688,1516,36643,4754,22318,2896,5768,748,11246,1459,11089,1439,121616,15778
2024-02-08,525,2376,307,8673,1119,7256,936,4559,588,11688,1508,36643,4729,22318,2880,5768,744,11246,1451,11089,1431,121616,15694
2024-02-09,526,2376,298,8673,1089,7256,911,4559,572,11688,1467,36643,4599,22318,2801,5768,724,11246,1411,11089,1392,121616,15264
2024-02-10,527,2376,309,8673,1128,7256,944,4559,593,11688,1520,36643,4767,22318,2903,5768,750,11246,1463,11089,1442,121616,15820
2024-02-11,528,2376,314,8673,1147,7256,960,4559,603,11688,1546,36643,4848,22318,2953,5768,763,11246,1488,11089,1467,121616,16090
2024-02-12,529,2376,324,8673,1182,7256,989,4559,622,11688,1593,36643,4995,22318,3043,5768,786,11246,1533,11089,1512,121616,16580
2024-02-13,530,2376,308,8673,1123,7256,940,4559,590,11688,1514,36643,4746,22318,2890,5768,747,11246,1456,11089,1436,121616,15750
2024-02-14,531,2376,319,8673,1165,7256,975,4559,613,11688,1570,36643,4923,22318,2999,5768,775,11246,1511,11089,1490,121616,16340
2024-02-15,532,2376,311,8673,1137,7256,951,4559,597,11688,1532,36643,4802,22318,2925,5768,756,11246,1474,11089,1453,121616,15937
2024-02-16,533,2376,325,8673,1185,7256,992,4559,623,11688,1598,36643,5008,22318,3050,5768,788,11246,1537,11089,1516,121616,16623
2024-02-17,534,2376,325,8673,1185,7256,992,4559,623,11688,1597,36643,5008,22318,3050,5768,788,11246,1537,11089,1516,121616,16622
2024-02-18,535,2376,315,8673,1150,7256,962,4559,605,11688,1550,36643,4860,22318,2960,5768,765,11246,1491,11089,1471,121616,16129
2024-02-19,536,2376,334,8673,1221,7256,1022,4559,642,11688,1645,36643,5159,22318,3142,5768,812,11246,1583,11089,1561,121616,17121
2024-02-20,537,2376,327,8673,1193,7256,998,4559,627,11688,1608,36643,5041,22318,3070,5768,793,11246,1547,11089,1525,121616,16730
2024-02-21,538,2376,331,8673,1208,7256,1010,4559,635,11688,1627,36643,5102,22318,3107,5768,803,11246,1566,11089,1544,121616,16932
2024-02-22,539,2376,338,8673,1234,7256,1033,4559,649,11688,1663,36643,5214,22318,3176,5768,821,11246,1600,11089,1578,121616,17306
2024-02-23,540,2376,339,8673,1237,7256,1035,4559,650,11688,1667,36643,5227,22318,3184,5768,823,11246,1604,11089,1582,121616,17348
2024-02-24,541,2376,331,8673,1209,7256,1012,4559,636,11688,1630,36643,5109,22318,3112,5768,804,11246,1568,11089,1546,121616,16956
2024-02-25,542,2376,330,8673,1205,7256,1008,4559,633,11688,1624,36643,5090,22318,3100,5768,801,11246,1562,11089,1540,121616,16893
2024-02-26,543,2376,332,8673,1211,7256,1013,4559,637,11688,1632,36643,5117,22318,3117,5768,806,11246,1571,11089,1549,121616,16984
2024-02-27,544,2376,342,8673,1249,7256,1045,4559,657,11688,1684,36643,5279,22318,3215,5768,831,11246,1620,11089,1597,121616,17520
2024-02-28,545,2376,339,8673,1237,7256,1035,4559,650,11688,1667,36643,5226,22318,3183,5768,823,11246,1604,11089,1582,121616,17346
2024-02-29,546,2376,323,8673,1179,7256,986,4559,620,11688,1588,36643,4979,22318,3033,5768,784,11246,1528,11089,1507,121616,16527
2024-03-01,547,2376,347,8673,1266,7256,1059,4559,665,11688,1706,36643,5348,22318,3258,5768,842,11246,1641,11089,1619,121616,17751
2024-03-02,548,2376,338,8673,1234,7256,1033,4559,649,11688,1663,36643,5215,22318,3176,5768,821,11246,1600,11089,1578,121616,17307
2024-03-03,549,2376,342,8673,1249,7256,1045,4559,657,11688,1683,36643,5277,22318,3214,5768,831,11246,1620,11089,1597,121616,17514
2024-03-04,550,2376,356,8673,1300,7256,1088,4559,683,11688,1752,36643,5492,22318,3345,5768,865,11246,1686,11089,1662,121616,18228
2024-03-05,551,2376,344,8673,1256,7256,1050,4559,660,11688,1692,36643,5305,22318,3231,5768,835,11246,1628,11089,1605,121616,17606
2024-03-06,552,2376,351,8673,1280,7256,1071,4559,673,11688,1725,36643,5409,22318,3294,5768,851,11246,1660,11089,1637,121616,17952
2024-03-07,553,2376,342,8673,1247,7256,1043,4559,655,11688,1680,36643,5267,22318,3208,5768,829,11246,1617,11089,1594,121616,17482
2024-03-08,554,2376,354,8673,1292,7256,1081,4559,679,11688,1741,36643,5457,22318,3324,5768,859,11246,1675,11089,1651,121616,18111
2024-03-09,555,2376,358,8673,1306,7256,1093,4559,687,11688,1760,36643,5519,22318,3361,5768,869,11246,1694,11089,1670,121616,18316
2024-03-10,556,2376,348,8673,1269,7256,1062,4559,667,11688,1710,36643,5361,22318,3265,5768,844,11246,1645,11089,1622,121616,17794
2024-03-11,557,2376,360,8673,1312,7256,1098,4559,690,11688,1769,36643,5545,22318,3377,5768,873,11246,1702,11089,1678,121616,18402
2024-03-12,558,2376,351,8673,1280,7256,1071,4559,673,11688,1726,36643,5410,22318,3295,5768,852,11246,1660,11089,1637,121616,17955
2024-03-13,559,2376,354,8673,1291,7256,1080,4559,678,11688,1739,36643,5453,22318,3321,5768,858,11246,1674,11089,1650,121616,18099
2024-03-14,560,2376,364,8673,1328,7256,1111,4559,698,11688,1790,36643,5611,22318,3417,5768,883,11246,1722,11089,1698,121616,18621
2024-03-15,561,2376,359,8673,1309,7256,1095,4559,688,11688,1764,36643,5532,22318,3369,5768,871,11246,1698,11089,1674,121616,18359
2024-03-16,562,2376,357,8673,1303,7256,1090,4559,685,11688,1755,36643,5503,22318,3352,5768,866,11246,1689,11089,1665,121616,18265
2024-03-17,563,2376,357,8673,1303,7256,1090,4559,685,11688,1755,36643,5504,22318,3352,5768,866,11246,1689,11089,1666,121616,18266
2024-03-18,564,2376,366,8673,1338,7256,1119,4559,703,11688,1803,36643,5652,22318,3442,5768,890,11246,1735,11089,1710,121616,18759
2024-03-19,565,2376,376,8673,1373,7256,1149,4559,722,11688,1851,36643,5802,22318,3534,5768,913,11246,1781,11089,1756,121616,19255
2024-03-20,566,2376,355,8673,1297,7256,1085,4559,682,11688,1748,36643,5480,22318,3338,5768,863,11246,1682,11089,1658,121616,18187
2024-03-21,567,2376,364,8673,1330,7256,1113,4559,699,11688,1793,36643,5621,22318,3423,5768,885,11246,1725,11089,1701,121616,18655
2024-03-22,568,2376,367,8673,1338,7256,1120,4559,704,11688,1804,36643,5655,22318,3444,5768,890,11246,1735,11089,1711,121616,18767
2024-03-23,569,2376,368,8673,1343,7256,1123,4559,706,11688,1810,36643,5674,22318,3456,5768,893,11246,1741,11089,1717,121616,18830
2024-03-24,570,2376,373,8673,1363,7256,1140,4559,716,11688,1837,36643,5758,22318,3507,5768,906,11246,1767,11089,1743,121616,19111
2024-03-25,571,2376,369,8673,1347,7256,1127,4559,708,11688,1815,36643,5689,22318,3465,5768,896,11246,1746,11089,1722,121616,18882
2024-03-26,572,2376,383,8673,1398,7256,1170,4559,735,11688,1885,36643,5909,22318,3599,5768,930,11246,1813,11089,1788,121616,19610
2024-03-27,573,2376,369,8673,1346,7256,1126,4559,708,11688,1814,36643,5687,22318,3464,5768,895,11246,1745,11089,1721,121616,18876
2024-03-28,574,2376,376,8673,1374,7256,1150,4559,722,11688,1852,36643,5806,22318,3536,5768,914,11246,1782,11089,1757,121616,19271
2024-03-29,575,2376,373,8673,1363,7256,1140,4559,716,11688,1837,36643,5759,22318,3507,5768,906,11246,1767,11089,1743,121616,19112
2024-03-30,576,2376,376,8673,1374,7256,1149,4559,722,11688,1851,36643,5804,22318,3535,5768,914,11246,1781,11089,1756,121616,19262
2024-03-31,577,2376,374,8673,1365,7256,1142,4559,717,11688,1839,36643,5767,22318,3512,5768,908,11246,1770,11089,1745,121616,19140
2024-04-01,578,2376,374,8673,1364,7256,1141,4559,717,11688,1838,36643,5763,22318,3510,5768,907,11246,1769,11089,1744,121616,19126
2024-04-02,579,2376,387,8673,1414,7256,1183,4559,743,11688,1905,36643,5973,22318,3638,5768,940,11246,1833,11089,1808,121616,19823
2024-04-03,580,2376,386,8673,1409,7256,1179,4559,741,11688,1898,36643,5952,22318,3625,5768,937,11246,1827,11089,1801,121616,19754
2024-04-04,581,2376,380,8673,1388,7256,1161,4559,729,11688,1870,36643,5863,22318,3571,5768,923,11246,1799,11089,1774,121616,19458
2024-04-05,582,2376,378,8673,1381,7256,1156,4559,726,11688,1861,36643,5836,22318,3554,5768,919,11246,1791,11089,1766,121616,19369
2024-04-06,583,2376,379,8673,1384,7256,1157,4559,727,11688,1864,36643,5845,22318,3560,5768,920,11246,1794,11089,1769,121616,19400
2024-04-07,584,2376,391,8673,1428,7256,1194,4559,750,11688,1924,36643,6032,22318,3674,5768,950,11246,1851,11089,1825,121616,20020
2024-04-08,585,2376,379,8673,1384,7256,1158,4559,728,11688,1865,36643,5848,22318,3562,5768,921,11246,1795,11089,1770,121616,19411
2024-04-09,586,2376,378,8673,1380,7256,1155,4559,725,11688,1860,36643,5831,22318,3551,5768,918,11246,1790,11089,1765,121616,19352
2024-04-10,587,2376,380,8673,1386,7256,1160,4559,729,11688,1868,36643,5856,22318,3567,5768,922,11246,1797,11089,1772,121616,19437
2024-04-11,588,2376,383,8673,1399,7256,1171,4559,735,11688,1886,36643,5912,22318,3601,5768,931,11246,1814,11089,1789,121616,19620
2024-04-12,589,2376,396,8673,1445,7256,1209,4559,760,11688,1948,36643,6107,22318,3719,5768,961,11246,1874,11089,1848,121616,20268
2024-04-13,590,2376,378,8673,1378,7256,1153,4559,724,11688,1857,36643,5823,22318,3546,5768,917,11246,1787,11089,1762,121616,19325
2024-04-14,591,2376,378,8673,1381,7256,1155,4559,726,11688,1861,36643,5834,22318,3553,5768,918,11246,1791,11089,1766,121616,19363
2024-04-15,592,2376,390,8673,1422,7256,1190,4559,747,11688,1916,36643,6007,22318,3659,5768,946,11246,1844,11089,1818,121616,19938
2024-04-16,593,2376,391,8673,1427,7256,1194,4559,750,11688,1924,36643,6030,22318,3673,5768,949,11246,1851,11089,1825,121616,20015
2024-04-17,594,2376,381,8673,1391,7256,1164,4559,731,11688,1875,36643,5878,22318,3580,5768,925,11246,1804,11089,1779,121616,19510
2024-04-18,595,2376,385,8673,1404,7256,1175,4559,738,11688,1892,36643,5932,22318,3613,5768,934,11246,1820,11089,1795,121616,19686
2024-04-19,596,2376,384,8673,1400,7256,1171,4559,736,11688,1887,36643,5915,22318,3603,5768,931,11246,1815,11089,1790,121616,19633
2024-04-20,597,2376,378,8673,1379,7256,1154,4559,725,11688,1858,36643,5826,22318,3548,5768,917,11246,1788,11089,1763,121616,19335
2024-04-21,598,2376,372,8673,1359,7256,1137,4559,714,11688,1831,36643,5742,22318,3497,5768,904,11246,1762,11089,1738,121616,19057
2024-04-22,599,2376,388,8673,1416,7256,1185,4559,744,11688,1909,36643,5984,22318,3644,5768,942,11246,1836,11089,1811,121616,19859
2024-04-23,600,2376,385,8673,1405,7256,1175,4559,739,11688,1893,36643,5936,22318,3615,5768,934,11246,1822,11089,1796,121616,19702
2024-04-24,601,2376,396,8673,1446,7256,1209,4559,760,11688,1948,36643,6107,22318,3720,5768,961,11246,1874,11089,1848,121616,20269
2024-04-25,602,2376,378,8673,1379,7256,1154,4559,725,11688,1858,36643,5825,22318,3548,5768,917,11246,1788,11089,1763,121616,19334
2024-04-26,603,2376,386,8673,1409,7256,1178,4559,740,11688,1898,36643,5951,22318,3625,5768,937,11246,1826,11089,1801,121616,19751
2024-04-27,604,2376,384,8673,1402,7256,1173,4559,737,11688,1889,36643,5922,22318,3607,5768,932,11246,1817,11089,1792,121616,19654
2024-04-28,605,2376,388,8673,1415,7256,1184,4559,744,11688,1907,36643,5979,22318,3642,5768,941,11246,1835,11089,1810,121616,19845
2024-04-29,606,2376,385,8673,1405,7256,1176,4559,739,11688,1894,36643,5937,22318,3616,5768,935,11246,1822,11089,1797,121616,19704
2024-04-30,607,2376,381,8673,1390,7256,1163,4559,731,11688,1873,36643,5873,22318,3577,5768,925,11246,1803,11089,1777,121616,19494
2024-05-01,608,2376,383,8673,1398,7256,1170,4559,735,11688,1885,36643,5908,22318,3599,5768,930,11246,1813,11089,1788,121616,19609
2024-05-02,609,2376,375,8673,1368,7256,1145,4559,719,11688,1844,36643,5781,22318,3521,5768,910,11246,1774,11089,1750,121616,19188
2024-05-03,610,2376,382,8673,1393,7256,1165,4559,732,11688,1877,36643,5886,22318,3585,5768,926,11246,1806,11089,1781,121616,19534
2024-05-04,611,2376,381,8673,1390,7256,1163,4559,731,11688,1873,36643,5872,22318,3576,5768,924,11246,1802,11089,1777,121616,19487
2024-05-05,612,2376,389,8673,1420,7256,1188,4559,747,11688,1914,36643,6001,22318,3655,5768,945,11246,1842,11089,1816,121616,19919
2024-05-06,613,2376,392,8673,1430,7256,1196,4559,751,11688,1927,36643,6040,22318,3679,5768,951,11246,1854,11089,1828,121616,20046
2024-05-07,614,2376,381,8673,1391,7256,1164,4559,731,11688,1875,36643,5878,22318,3580,5768,925,11246,1804,11089,1779,121616,19510
2024-05-08,615,2376,380,8673,1388,7256,1161,4559,730,11688,1870,36643,5863,22318,3571,5768,923,11246,1800,11089,1774,121616,19460
2024-05-09,616,2376,377,8673,1374,7256,1150,4559,722,11688,1852,36643,5807,22318,3537,5768,914,11246,1782,11089,1757,121616,19273
2024-05-10,617,2376,377,8673,1378,7256,1153,4559,724,11688,1857,36643,5821,22318,3545,5768,916,11246,1786,11089,1761,121616,19319
2024-05-11,618,2376,378,8673,1381,7256,1156,4559,726,11688,1861,36643,5836,22318,3554,5768,919,11246,1791,11089,1766,121616,19369
2024-05-12,619,2376,385,8673,1405,7256,1176,4559,739,11688,1894,36643,5938,22318,3617,5768,935,11246,1822,11089,1797,121616,19708
2024-05-13,620,2376,380,8673,1389,7256,1162,4559,730,11688,1871,36643,5867,22318,3573,5768,924,11246,1801,11089,1776,121616,19473
2024-05-14,621,2376,377,8673,1378,7256,1153,4559,724,11688,1857,36643,5821,22318,3545,5768,916,11246,1787,11089,1762,121616,19320
2024-05-15,622,2376,378,8673,1380,7256,1154,4559,725,11688,1860,36643,5830,22318,3551,5768,918,11246,1789,11089,1764,121616,19349
2024-05-16,623,2376,381,8673,1392,7256,1165,4559,732,11688,1876,36643,5882,22318,3583,5768,926,11246,1805,11089,1780,121616,19523
2024-05-17,624,2376,372,8673,1358,7256,1136,4559,714,11688,1831,36643,5739,22318,3495,5768,903,11246,1761,11089,1737,121616,19047
2024-05-18,625,2376,381,8673,1391,7256,1164,4559,731,11688,1875,36643,5877,22318,3580,5768,925,11246,1804,11089,1779,121616,19507
2024-05-19,626,2376,372,8673,1357,7256,1135,4559,713,11688,1828,36643,5731,22318,3491,5768,902,11246,1759,11089,1734,121616,19021
2024-05-20,627,2376,364,8673,1329,7256,1112,4559,699,11688,1791,36643,5616,22318,3421,5768,884,11246,1724,11089,1700,121616,18639
2024-05-21,628,2376,371,8673,1353,7256,1132,4559,711,11688,1823,36643,5717,22318,3482,5768,900,11246,1754,11089,1730,121616,18973
2024-05-22,629,2376,365,8673,1334,7256,1116,4559,701,11688,1797,36643,5635,22318,3432,5768,887,11246,1729,11089,1705,121616,18703
2024-05-23,630,2376,372,8673,1358,7256,1136,4559,714,11688,1830,36643,5739,22318,3495,5768,903,11246,1761,11089,1737,121616,19046
2024-05-24,631,2376,358,8673,1307,7256,1093,4559,687,11688,1761,36643,5520,22318,3362,5768,869,11246,1694,11089,1671,121616,18321
2024-05-25,632,2376,363,8673,1324,7256,1108,4559,696,11688,1784,36643,5594,22318,3407,5768,881,11246,1717,11089,1693,121616,18567
2024-05-26,633,2376,362,8673,1320,7256,1105,4559,694,11688,1780,36643,5579,22318,3398,5768,878,11246,1712,11089,1688,121616,18516
2024-05-27,634,2376,364,8673,1327,7256,1110,4559,698,11688,1789,36643,5607,22318,3415,5768,883,11246,1721,11089,1697,121616,18611
2024-05-28,635,2376,355,8673,1296,7256,1084,4559,681,11688,1746,36643,5475,22318,3334,5768,862,11246,1680,11089,1657,121616,18170
2024-05-29,636,2376,358,8673,1306,7256,1093,4559,687,11688,1760,36643,5518,22318,3361,5768,869,11246,1693,11089,1670,121616,18313
2024-05-30,637,2376,357,8673,1303,7256,1090,4559,685,11688,1756,36643,5505,22318,3353,5768,867,11246,1690,11089,1666,121616,18271
2024-05-31,638,2376,366,8673,1337,7256,1119,4559,703,11688,1802,36643,5651,22318,3442,5768,889,11246,1734,11089,1710,121616,18754
2024-06-01,639,2376,357,8673,1304,7256,1091,4559,685,11688,1757,36643,5509,22318,3355,5768,867,11246,1691,11089,1667,121616,18283
2024-06-02,640,2376,365,8673,1331,7256,1114,4559,700,11688,1794,36643,5624,22318,3425,5768,885,11246,1726,11089,1702,121616,18665
2024-06-03,641,2376,350,8673,1276,7256,1068,4559,671,11688,1720,36643,5392,22318,3284,5768,849,11246,1655,11089,1632,121616,17897
2024-06-04,642,2376,353,8673,1288,7256,1078,4559,677,11688,1736,36643,5444,22318,3315,5768,857,11246,1671,11089,1647,121616,18067
2024-06-05,643,2376,348,8673,1269,7256,1062,4559,667,11688,1710,36643,5361,22318,3265,5768,844,11246,1645,11089,1622,121616,17793
2024-06-06,644,2376,348,8673,1269,7256,1061,4559,667,11688,1710,36643,5360,22318,3265,5768,844,11246,1645,11089,1622,121616,17790
2024-06-07,645,2376,334,8673,1219,7256,1020,4559,641,11688,1643,36643,5151,22318,3137,5768,811,11246,1581,11089,1559,121616,17096
2024-06-08,646,2376,355,8673,1296,7256,1084,4559,681,11688,1746,36643,5474,22318,3334,5768,862,11246,1680,11089,1657,121616,18168
2024-06-09,647,2376,343,8673,1252,7256,1047,4559,658,11688,1687,36643,5289,22318,3221,5768,833,11246,1623,11089,1601,121616,17554
2024-06-10,648,2376,342,8673,1250,7256,1045,4559,657,11688,1684,36643,5280,22318,3216,5768,831,11246,1620,11089,1598,121616,17523
2024-06-11,649,2376,343,8673,1252,7256,1047,4559,658,11688,1687,36643,5290,22318,3222,5768,833,11246,1623,11089,1601,121616,17556
2024-06-12,650,2376,348,8673,1271,7256,1063,4559,668,11688,1713,36643,5369,22318,3270,5768,845,11246,1648,11089,1625,121616,17819
2024-06-13,651,2376,342,8673,1248,7256,1044,4559,656,11688,1681,36643,5272,22318,3211,5768,830,11246,1618,11089,1595,121616,17496
2024-06-14,652,2376,332,8673,1212,7256,1014,4559,637,11688,1634,36643,5123,22318,3120,5768,806,11246,1572,11089,1550,121616,17001
2024-06-15,653,2376,332,8673,1212,7256,1014,4559,637,11688,1634,36643,5122,22318,3120,5768,806,11246,1572,11089,1550,121616,17001
2024-06-16,654,2376,330,8673,1203,7256,1006,4559,632,11688,1621,36643,5083,22318,3096,5768,800,11246,1560,11089,1538,121616,16869
2024-06-17,655,2376,335,8673,1221,7256,1022,4559,642,11688,1646,36643,5159,22318,3142,5768,812,11246,1583,11089,1561,121616,17123
2024-06-18,656,2376,332,8673,1210,7256,1012,4559,636,11688,1631,36643,5113,22318,3114,5768,805,11246,1569,11089,1547,121616,16968
2024-06-19,657,2376,333,8673,1217,7256,1018,4559,640,11688,1640,36643,5142,22318,3132,5768,809,11246,1578,11089,1556,121616,17064
2024-06-20,658,2376,319,8673,1166,7256,975,4559,613,11688,1571,36643,4926,22318,3000,5768,775,11246,1512,11089,1491,121616,16350
2024-06-21,659,2376,336,8673,1227,7256,1027,4559,645,11688,1654,36643,5185,22318,3158,5768,816,11246,1591,11089,1569,121616,17208
2024-06-22,660,2376,329,8673,1200,7256,1004,4559,631,11688,1617,36643,5068,22318,3087,5768,798,11246,1555,11089,1534,121616,16821
2024-06-23,661,2376,330,8673,1206,7256,1009,4559,634,11688,1625,36643,5096,22318,3104,5768,802,11246,1564,11089,1542,121616,16913
2024-06-24,662,2376,319,8673,1165,7256,975,4559,613,11688,1570,36643,4923,22318,2998,5768,775,11246,1511,11089,1490,121616,16339
2024-06-25,663,2376,309,8673,1128,7256,943,4559,593,11688,1520,36643,4765,22318,2902,5768,750,11246,1462,11089,1442,121616,15813
2024-06-26,664,2376,322,8673,1176,7256,984,4559,618,11688,1585,36643,4969,22318,3027,5768,782,11246,1525,11089,1504,121616,16492
2024-06-27,665,2376,320,8673,1167,7256,976,4559,613,11688,1572,36643,4929,22318,3002,5768,776,11246,1513,11089,1492,121616,16359
2024-06-28,666,2376,316,8673,1152,7256,964,4559,606,11688,1553,36643,4867,22318,2965,5768,766,11246,1494,11089,1473,121616,16155
2024-06-29,667,2376,311,8673,1135,7256,950,4559,597,11688,1530,36643,4796,22318,2921,5768,755,11246,1472,11089,1452,121616,15919
2024-06-30,668,2376,299,8673,1091,7256,912,4559,573,11688,1470,36643,4607,22318,2806,5768,725,11246,1414,11089,1394,121616,15292
2024-07-01,669,2376,302,8673,1104,7256,923,4559,580,11688,1487,36643,4663,22318,2840,5768,734,11246,1431,11089,1411,121616,15476
2024-07-02,670,2376,297,8673,1084,7256,907,4559,570,11688,1460,36643,4578,22318,2789,5768,721,11246,1405,11089,1386,121616,15195
2024-07-03,671,2376,306,8673,1118,7256,936,4559,588,11688,1507,36643,4725,22318,2878,5768,744,11246,1450,11089,1430,121616,15681
2024-07-04,672,2376,293,8673,1071,7256,896,4559,563,11688,1443,36643,4524,22318,2756,5768,712,11246,1389,11089,1369,121616,15016
2024-07-05,673,2376,297,8673,1086,7256,908,4559,571,11688,1463,36643,4587,22318,2794,5768,722,11246,1408,11089,1388,121616,15223
2024-07-06,674,2376,297,8673,1085,7256,908,4559,570,11688,1462,36643,4584,22318,2792,5768,722,11246,1407,11089,1387,121616,15214
2024-07-07,675,2376,289,8673,1056,7256,884,4559,555,11688,1424,36643,4463,22318,2718,5768,703,11246,1370,11089,1351,121616,14814
2024-07-08,676,2376,299,8673,1093,7256,914,4559,575,11688,1473,36643,4618,22318,2813,5768,727,11246,1417,11089,1398,121616,15327
2024-07-09,677,2376,288,8673,1053,7256,881,4559,554,11688,1419,36643,4449,22318,2710,5768,700,11246,1365,11089,1346,121616,14766
2024-07-10,678,2376,285,8673,1040,7256,870,4559,546,11688,1401,36643,4392,22318,2675,5768,691,11246,1348,11089,1329,121616,14578
2024-07-11,679,2376,277,8673,1011,7256,846,4559,531,11688,1363,36643,4272,22318,2602,5768,672,11246,1311,11089,1293,121616,14177
2024-07-12,680,2376,287,8673,1048,7256,877,4559,551,11688,1412,36643,4427,22318,2696,5768,697,11246,1359,11089,1340,121616,14692
2024-07-13,681,2376,277,8673,1012,7256,847,4559,532,11688,1364,36643,4276,22318,2605,5768,673,11246,1312,11089,1294,121616,14193
2024-07-14,682,2376,276,8673,1009,7256,844,4559,530,11688,1360,36643,4263,22318,2596,5768,671,11246,1308,11089,1290,121616,14147
2024-07-15,683,2376,274,8673,998,7256,835,4559,525,11688,1345,36643,4218,22318,2569,5768,664,11246,1295,11089,1277,121616,14000
2024-07-16,684,2376,276,8673,1006,7256,842,4559,529,11688,1356,36643,4250,22318,2589,5768,669,11246,1304,11089,1286,121616,14106
2024-07-17,685,2376,273,8673,996,7256,833,4559,523,11688,1342,36643,4207,22318,2562,5768,662,11246,1291,11089,1273,121616,13963
2024-07-18,686,2376,271,8673,989,7256,828,4559,520,11688,1333,36643,4180,22318,2546,5768,658,11246,1283,11089,1265,121616,13874
2024-07-19,687,2376,269,8673,982,7256,822,4559,516,11688,1323,36643,4149,22318,2527,5768,653,11246,1273,11089,1255,121616,13769
2024-07-20,688,2376,270,8673,985,7256,824,4559,518,11688,1327,36643,4160,22318,2534,5768,655,11246,1277,11089,1259,121616,13807
2024-07-21,689,2376,259,8673,946,7256,791,4559,497,11688,1274,36643,3996,22318,2434,5768,629,11246,1226,11089,1209,121616,13261
2024-07-22,690,2376,260,8673,950,7256,795,4559,499,11688,1280,36643,4014,22318,2445,5768,632,11246,1232,11089,1215,121616,13321
2024-07-23,691,2376,271,8673,988,7256,827,4559,520,11688,1332,36643,4176,22318,2543,5768,657,11246,1282,11089,1264,121616,13859
2024-07-24,692,2376,240,8673,878,7256,734,4559,461,11688,1183,36643,3708,22318,2258,5768,584,11246,1138,11089,1122,121616,12306
2024-07-25,693,2376,246,8673,899,7256,752,4559,472,11688,1211,36643,3796,22318,2312,5768,598,11246,1165,11089,1149,121616,12599
2024-07-26,694,2376,247,8673,900,7256,753,4559,473,11688,1213,36643,3804,22318,2317,5768,599,11246,1167,11089,1151,121616,12625
2024-07-27,695,2376,250,8673,912,7256,763,4559,479,11688,1229,36643,3853,22318,2347,5768,606,11246,1182,11089,1166,121616,12787
2024-07-28,696,2376,238,8673,869,7256,727,4559,457,11688,1171,36643,3671,22318,2236,5768,578,11246,1127,11089,1111,121616,12182
2024-07-29,697,2376,238,8673,870,7256,728,4559,457,11688,1172,36643,3675,22318,2238,5768,578,11246,1128,11089,1112,121616,12197
2024-07-30,698,2376,243,8673,888,7256,743,4559,467,11688,1196,36643,3751,22318,2284,5768,590,11246,1151,11089,1135,121616,12448
2024-07-31,699,2376,247,8673,901,7256,754,4559,474,11688,1214,36643,3807,22318,2319,5768,599,11246,1169,11089,1152,121616,12636
2024-08-01,700,2376,230,8673,840,7256,702,4559,441,11688,1132,36643,3548,22318,2161,5768,558,11246,1089,11089,1074,121616,11774
2024-08-02,701,2376,234,8673,853,7256,714,4559,448,11688,1150,36643,3604,22318,2195,5768,567,11246,1106,11089,1091,121616,11961
2024-08-03,702,2376,235,8673,859,7256,719,4559,452,11688,1158,36643,3631,22318,2212,5768,572,11246,1114,11089,1099,121616,12052
2024-08-04,703,2376,240,8673,875,7256,732,4559,460,11688,1179,36643,3697,22318,2252,5768,582,11246,1135,11089,1119,121616,12271
2024-08-05,704,2376,234,8673,852,7256,713,4559,448,11688,1149,36643,3601,22318,2193,5768,567,11246,1105,11089,1090,121616,11952
