Day,Date,Fassala sim,Fassala data,Fassala error,Mentao sim,Mentao data,Mentao error,Dori sim,Dori data,Dori error,Damba sim,Damba data,Damba error,Djibo sim,Djibo data,Djibo error,Niamey sim,Niamey data,Niamey error,Mangaize sim,Mangaize data,Mangaize error,Ayorou sim,Ayorou data,Ayorou error,Tahoua sim,Tahoua data,Tahoua error,Abala sim,Abala data,Abala error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
86,2022-11-26,9504,11688,0.1869,8720,8673,0.0054,7487,7256,0.0318,4362,4559,0.0432,2061,2376,0.1326,36204,36643,0.012,5717,5768,0.0088,10700,11246,0.0486,12475,11089,0.125,21117,22318,0.0538,0.05577396200573211,121616,118840,118281,118347,213
87,2022-11-27,9504,11688,0.1869,8720,8673,0.0054,7493,7256,0.0327,4362,4559,0.0432,2061,2376,0.1326,36204,36643,0.012,5717,5768,0.0088,10693,11246,0.0492,12475,11089,0.125,21117,22318,0.0538,0.055883869767756444,121616,118841,118281,118346,213
88,2022-11-28,9504,11688,0.1869,8722,8673,0.0056,7500,7256,0.0336,4362,4559,0.0432,2059,2376,0.1334,36204,36643,0.012,5717,5768,0.0088,10685,11246,0.0499,12475,11089,0.125,21117,22318,0.0538,0.05604450418917662,121616,118840,118281,118345,213
89,2022-11-29,9504,11688,0.1869,8722,8673,0.0056,7503,7256,0.034,4362,4559,0.0432,2059,2376,0.1334,36204,36643,0.012,5717,5768,0.0088,10682,11246,0.0502,12475,11089,0.125,21117,22318,0.0538,0.056095230848572465,121616,118841,118281,118345,213
90,2022-11-30,9504,11688,0.1869,8722,8673,0.0056,7507,7256,0.0346,4362,4559,0.0432,2059,2376,0.1334,36204,36643,0.012,5717,5768,0.0088,10676,11246,0.0507,12475,11089,0.125,21117,22318,0.0538,0.056179775280898875,121616,118840,118281,118343,213
91,2022-12-01,9504,11688,0.1869,8725,8673,0.006,7509,7256,0.0349,4362,4559,0.0432,2055,2376,0.1351,36204,36643,0.012,5717,5768,0.0088,10674,11246,0.0509,12475,11089,0.125,21117,22318,0.0538,0.05627277415645793,121616,118844,118281,118342,213
92,2022-12-02,9504,11688,0.1869,8730,8673,0.0066,7513,7256,0.0354,4362,4559,0.0432,2050,2376,0.1372,36204,36643,0.012,5717,5768,0.0088,10670,11246,0.0512,12475,11089,0.125,21117,22318,0.0538,0.05642495413464546,121616,118839,118281,118342,213
93,2022-12-03,9504,11688,0.1869,8733,8673,0.0069,7517,7256,0.036,4362,4559,0.0432,2047,2376,0.1385,36204,36643,0.012,5717,5768,0.0088,10665,11246,0.0517,12475,11089,0.125,21117,22318,0.0538,0.05655177078313508,121616,118840,118281,118341,213
94,2022-12-04,9504,11688,0.1869,8736,8673,0.0073,7519,7256,0.0362,4362,4559,0.0432,2044,2376,0.1397,36204,36643,0.012,5717,5768,0.0088,10662,11246,0.0519,12475,11089,0.125,21117,22318,0.0538,0.056644769658694125,121616,118839,118281,118340,213
95,2022-12-05,9504,11688,0.1869,8737,8673,0.0074,7521,7256,0.0365,4362,4559,0.0432,2043,2376,0.1402,36204,36643,0.012,5717,5768,0.0088,10660,11246,0.0521,12475,11089,0.125,21117,22318,0.0538,0.05669549631808997,121616,118840,118281,118340,213
96,2022-12-06,9504,11688,0.1869,8738,8673,0.0075,7525,7256,0.0371,4362,4559,0.0432,2042,2376,0.1406,36204,36643,0.012,5717,5768,0.0088,10654,11246,0.0526,12475,11089,0.125,21117,22318,0.0538,0.056796949636881665,121616,118843,118281,118338,213
97,2022-12-07,9504,11688,0.1869,8739,8673,0.0076,7531,7256,0.0379,4362,4559,0.0432,2041,2376,0.141,36204,36643,0.012,5717,5768,0.0088,10648,11246,0.0532,12475,11089,0.125,21117,22318,0.0538,0.05691531184213863,121616,118841,118281,118338,213
98,2022-12-08,9504,11688,0.1869,8740,8673,0.0077,7535,7256,0.0385,4362,4559,0.0432,2040,2376,0.1414,36204,36643,0.012,5717,5768,0.0088,10644,11246,0.0535,12475,11089,0.125,21117,22318,0.0538,0.05699985627446504,121616,118843,118281,118338,213
99,2022-12-09,9504,11688,0.1869,8741,8673,0.0078,7537,7256,0.0387,4362,4559,0.0432,2039,2376,0.1418,36204,36643,0.012,5717,5768,0.0088,10642,11246,0.0537,12475,11089,0.125,21117,22318,0.0538,0.057050582933860894,121616,118835,118281,118338,213
100,2022-12-10,9503,11688,0.1869,8742,8673,0.008,7539,7256,0.039,4362,4559,0.0432,2038,2376,0.1423,36204,36643,0.012,5717,5768,0.0088,10640,11246,0.0539,12475,11089,0.125,21117,22318,0.0538,0.057109764036489374,121616,118834,118281,118337,213
101,2022-12-11,9503,11688,0.1869,8746,8673,0.0084,7543,7256,0.0396,4362,4559,0.0432,2034,2376,0.1439,36204,36643,0.012,5717,5768,0.0088,10636,11246,0.0542,12475,11089,0.125,21117,22318,0.0538,0.05724503512821163,121616,118843,118281,118337,213
102,2022-12-12,9503,11688,0.1869,8750,8673,0.0089,7551,7256,0.0407,4362,4559,0.0432,2030,2376,0.1456,36204,36643,0.012,5717,5768,0.0088,10628,11246,0.055,12475,11089,0.125,21117,22318,0.0538,0.05744794176579501,121616,118837,118281,118337,213
103,2022-12-13,9503,11688,0.1869,8750,8673,0.0089,7553,7256,0.0409,4362,4559,0.0432,2030,2376,0.1456,36204,36643,0.012,5717,5768,0.0088,10626,11246,0.0551,12475,11089,0.125,21117,22318,0.0538,0.05748175953872558,121616,118835,118281,118337,213
104,2022-12-14,9503,11688,0.1869,8750,8673,0.0089,7555,7256,0.0412,4362,4559,0.0432,2030,2376,0.1456,36204,36643,0.012,5717,5768,0.0088,10623,11246,0.0554,12475,11089,0.125,21117,22318,0.0538,0.05752403175488878,121616,118835,118281,118336,213
105,2022-12-15,9503,11688,0.1869,8751,8673,0.009,7558,7256,0.0416,4362,4559,0.0432,2029,2376,0.146,36204,36643,0.012,5717,5768,0.0088,10619,11246,0.0558,12475,11089,0.125,21117,22318,0.0538,0.05760012174398255,121616,118838,118281,118335,213
106,2022-12-16,9503,11688,0.1869,8752,8673,0.0091,7560,7256,0.0419,4362,4559,0.0432,2028,2376,0.1465,36204,36643,0.012,5717,5768,0.0088,10616,11246,0.056,12475,11089,0.125,21117,22318,0.0538,0.057659302846611034,121616,118835,118281,118334,213
107,2022-12-17,9503,11688,0.1869,8753,8673,0.0092,7569,7256,0.0431,4362,4559,0.0432,2027,2376,0.1469,36204,36643,0.012,5717,5768,0.0088,10607,11246,0.0568,12475,11089,0.125,21117,22318,0.0538,0.05782839171126385,121616,118837,118281,118334,213
108,2022-12-18,9503,11688,0.1869,8754,8673,0.0093,7572,7256,0.0436,4362,4559,0.0432,2026,2376,0.1473,36204,36643,0.012,5717,5768,0.0088,10604,11246,0.0571,12475,11089,0.125,21117,22318,0.0538,0.057896027257124984,121616,118840,118281,118334,213
109,2022-12-19,9500,11688,0.1872,8754,8673,0.0093,7580,7256,0.0447,4362,4559,0.0432,2026,2376,0.1473,36204,36643,0.012,5717,5768,0.0088,10596,11246,0.0578,12475,11089,0.125,21117,22318,0.0538,0.05805666167854516,121616,118833,118281,118331,213
110,2022-12-20,9500,11688,0.1872,8755,8673,0.0095,7583,7256,0.0451,4362,4559,0.0432,2025,2376,0.1477,36204,36643,0.012,5717,5768,0.0088,10593,11246,0.0581,12475,11089,0.125,21117,22318,0.0538,0.058124297224406284,121616,118836,118281,118331,213
111,2022-12-21,9500,11688,0.1872,8756,8673,0.0096,7586,7256,0.0455,4362,4559,0.0432,2024,2376,0.1481,36204,36643,0.012,5717,5768,0.0088,10590,11246,0.0583,12475,11089,0.125,21117,22318,0.0538,0.058191932770267414,121616,118836,118281,118331,213
112,2022-12-22,9500,11688,0.1872,8759,8673,0.0099,7598,7256,0.0471,4362,4559,0.0432,2021,2376,0.1494,36204,36643,0.012,5717,5768,0.0088,10578,11246,0.0594,12475,11089,0.125,21117,22318,0.0538,0.05844556606724664,121616,118839,118281,118331,213
113,2022-12-23,9500,11688,0.1872,8761,8673,0.0101,7603,7256,0.0478,4362,4559,0.0432,2019,2376,0.1503,36204,36643,0.012,5717,5768,0.0088,10573,11246,0.0598,12475,11089,0.125,21117,22318,0.0538,0.05856392827250361,121616,118838,118281,118331,213
114,2022-12-24,9500,11688,0.1872,8767,8673,0.0108,7608,7256,0.0485,4362,4559,0.0432,2013,2376,0.1528,36204,36643,0.012,5717,5768,0.0088,10567,11246,0.0604,12475,11089,0.125,21117,22318,0.0538,0.05875838046685435,121616,118834,118281,118330,213
115,2022-12-25,9500,11688,0.1872,8769,8673,0.0111,7610,7256,0.0488,4362,4559,0.0432,2011,2376,0.1536,36204,36643,0.012,5717,5768,0.0088,10565,11246,0.0606,12475,11089,0.125,21117,22318,0.0538,0.05882601601271548,121616,118840,118281,118330,213
116,2022-12-26,9500,11688,0.1872,8772,8673,0.0114,7617,7256,0.0498,4362,4559,0.0432,2008,2376,0.1549,36204,36643,0.012,5717,5768,0.0088,10553,11246,0.0616,12475,11089,0.125,21117,22318,0.0538,0.059037377093531504,121616,118833,118281,118325,213
117,2022-12-27,9500,11688,0.1872,8773,8673,0.0115,7624,7256,0.0507,4362,4559,0.0432,2007,2376,0.1553,36204,36643,0.012,5717,5768,0.0088,10545,11246,0.0623,12475,11089,0.125,21117,22318,0.0538,0.0591811026284864,121616,118831,118281,118324,213
118,2022-12-28,9500,11688,0.1872,8775,8673,0.0118,7632,7256,0.0518,4362,4559,0.0432,2005,2376,0.1561,36204,36643,0.012,5717,5768,0.0088,10534,11246,0.0633,12475,11089,0.125,21117,22318,0.0538,0.05937555482283714,121616,118834,118281,118321,213
119,2022-12-29,9500,11688,0.1872,8775,8673,0.0118,7634,7256,0.0521,4362,4559,0.0432,2005,2376,0.1561,36204,36643,0.012,5717,5768,0.0088,10532,11246,0.0635,12475,11089,0.125,21117,22318,0.0538,0.05940937259576771,121616,118823,118281,118321,213
120,2022-12-30,9500,11688,0.1872,8775,8673,0.0118,7635,7256,0.0522,4362,4559,0.0432,2005,2376,0.1561,36204,36643,0.012,5717,5768,0.0088,10531,11246,0.0636,12475,11089,0.125,21117,22318,0.0538,0.05942628148223299,121616,118825,118281,118321,213
121,2022-12-31,9500,11688,0.1872,8777,8673,0.012,7639,7256,0.0528,4362,4559,0.0432,2003,2376,0.157,36204,36643,0.012,5717,5768,0.0088,10526,11246,0.064,12475,11089,0.125,21117,22318,0.0538,0.05953618924425732,121616,118839,118281,118320,213
122,2023-01-01,9500,11688,0.1872,8777,8673,0.012,7642,7256,0.0532,4362,4559,0.0432,2003,2376,0.157,36204,36643,0.012,5717,5768,0.0088,10523,11246,0.0643,12475,11089,0.125,21117,22318,0.0538,0.05958691590365316,121616,118837,118281,118320,213
123,2023-01-02,9500,11688,0.1872,8779,8673,0.0122,7647,7256,0.0539,4362,4559,0.0432,2001,2376,0.1578,36204,36643,0.012,5717,5768,0.0088,10517,11246,0.0648,12475,11089,0.125,21117,22318,0.0538,0.05971373255214278,121616,118837,118281,118319,213
124,2023-01-03,9500,11688,0.1872,8781,8673,0.0125,7653,7256,0.0547,4362,4559,0.0432,1998,2376,0.1591,36204,36643,0.012,5717,5768,0.0088,10510,11246,0.0654,12475,11089,0.125,21117,22318,0.0538,0.059865912530330315,121616,118840,118281,118317,213
125,2023-01-04,9500,11688,0.1872,8783,8673,0.0127,7658,7256,0.0554,4362,4559,0.0432,1996,2376,0.1599,36204,36643,0.012,5717,5768,0.0088,10505,11246,0.0659,12475,11089,0.125,21117,22318,0.0538,0.05998427473558729,121616,118842,118281,118317,213
126,2023-01-05,9500,11688,0.1872,8784,8673,0.0128,7660,7256,0.0557,4362,4559,0.0432,1995,2376,0.1604,36204,36643,0.012,5717,5768,0.0088,10502,11246,0.0662,12475,11089,0.125,21117,22318,0.0538,0.06004345583821578,121616,118838,118281,118316,213
127,2023-01-06,9500,11688,0.1872,8790,8673,0.0135,7664,7256,0.0562,4362,4559,0.0432,1989,2376,0.1629,36204,36643,0.012,5717,5768,0.0088,10498,11246,0.0665,12475,11089,0.125,21117,22318,0.0538,0.06021254470286859,121616,118839,118281,118316,213
128,2023-01-07,9500,11688,0.1872,8795,8673,0.0141,7668,7256,0.0568,4362,4559,0.0432,1984,2376,0.165,36204,36643,0.012,5717,5768,0.0088,10494,11246,0.0669,12475,11089,0.125,21117,22318,0.0538,0.06036472468105613,121616,118838,118281,118316,213
129,2023-01-08,9500,11688,0.1872,8796,8673,0.0142,7673,7256,0.0575,4362,4559,0.0432,1983,2376,0.1654,36204,36643,0.012,5717,5768,0.0088,10488,11246,0.0674,12475,11089,0.125,21117,22318,0.0538,0.06047463244308046,121616,118836,118281,118315,213
130,2023-01-09,9500,11688,0.1872,8798,8673,0.0144,7679,7256,0.0583,4362,4559,0.0432,1981,2376,0.1662,36204,36643,0.012,5717,5768,0.0088,10480,11246,0.0681,12475,11089,0.125,21117,22318,0.0538,0.060626812421267995,121616,118846,118281,118313,213
131,2023-01-10,9500,11688,0.1872,8802,8673,0.0149,7683,7256,0.0588,4362,4559,0.0432,1977,2376,0.1679,36204,36643,0.012,5717,5768,0.0088,10475,11246,0.0686,12475,11089,0.125,21117,22318,0.0538,0.06077053795622289,121616,118842,118281,118312,213
132,2023-01-11,9500,11688,0.1872,8803,8673,0.015,7694,7256,0.0604,4362,4559,0.0432,1976,2376,0.1684,36204,36643,0.012,5717,5768,0.0088,10464,11246,0.0695,12475,11089,0.125,21117,22318,0.0538,0.06097344459380628,121616,118836,118281,118312,213
133,2023-01-12,9500,11688,0.1872,8804,8673,0.0151,7699,7256,0.0611,4362,4559,0.0432,1975,2376,0.1688,36204,36643,0.012,5717,5768,0.0088,10456,11246,0.0702,12475,11089,0.125,21117,22318,0.0538,0.06110026124229589,121616,118840,118281,118309,213
134,2023-01-13,9500,11688,0.1872,8805,8673,0.0152,7703,7256,0.0616,4362,4559,0.0432,1974,2376,0.1692,36204,36643,0.012,5717,5768,0.0088,10452,11246,0.0706,12475,11089,0.125,21117,22318,0.0538,0.0611848056746223,121616,118842,118281,118309,213
135,2023-01-14,9500,11688,0.1872,8808,8673,0.0156,7712,7256,0.0628,4362,4559,0.0432,1971,2376,0.1705,36204,36643,0.012,5717,5768,0.0088,10443,11246,0.0714,12475,11089,0.125,21117,22318,0.0538,0.06138771231220568,121616,118844,118281,118309,213
136,2023-01-15,9500,11688,0.1872,8809,8673,0.0157,7719,7256,0.0638,4362,4559,0.0432,1970,2376,0.1709,36204,36643,0.012,5717,5768,0.0088,10436,11246,0.072,12475,11089,0.125,21117,22318,0.0538,0.061522983403927936,121616,118836,118281,118309,213
137,2023-01-16,9500,11688,0.1872,8810,8673,0.0158,7724,7256,0.0645,4362,4559,0.0432,1969,2376,0.1713,36204,36643,0.012,5717,5768,0.0088,10429,11246,0.0726,12475,11089,0.125,21117,22318,0.0538,0.061641345609184904,121616,118833,118281,118307,213
138,2023-01-17,9500,11688,0.1872,8811,8673,0.0159,7724,7256,0.0645,4362,4559,0.0432,1968,2376,0.1717,36204,36643,0.012,5717,5768,0.0088,10429,11246,0.0726,12475,11089,0.125,21117,22318,0.0538,0.06165825449565019,121616,118838,118281,118307,213
139,2023-01-18,9500,11688,0.1872,8815,8673,0.0164,7726,7256,0.0648,4362,4559,0.0432,1964,2376,0.1734,36204,36643,0.012,5717,5768,0.0088,10426,11246,0.0729,12475,11089,0.125,21117,22318,0.0538,0.06176816225767452,121616,118838,118281,118306,213
140,2023-01-19,9500,11688,0.1872,8819,8673,0.0168,7735,7256,0.066,4362,4559,0.0432,1960,2376,0.1751,36204,36643,0.012,5717,5768,0.0088,10416,11246,0.0738,12475,11089,0.125,21117,22318,0.0538,0.06199643222495583,121616,118839,118281,118305,213
141,2023-01-20,9500,11688,0.1872,8821,8673,0.0171,7742,7256,0.067,4362,4559,0.0432,1958,2376,0.1759,36204,36643,0.012,5717,5768,0.0088,10408,11246,0.0745,12475,11089,0.125,21117,22318,0.0538,0.062157066646376005,121616,118833,118281,118304,213
142,2023-01-21,9500,11688,0.1872,8823,8673,0.0173,7744,7256,0.0673,4362,4559,0.0432,1956,2376,0.1768,36204,36643,0.012,5717,5768,0.0088,10406,11246,0.0747,12475,11089,0.125,21117,22318,0.0538,0.06222470219223713,121616,118833,118281,118304,213
143,2023-01-22,9500,11688,0.1872,8825,8673,0.0175,7749,7256,0.0679,4362,4559,0.0432,1954,2376,0.1776,36204,36643,0.012,5717,5768,0.0088,10399,11246,0.0753,12475,11089,0.125,21117,22318,0.0538,0.06235997328395938,121616,118832,118281,118302,213
144,2023-01-23,9500,11688,0.1872,8825,8673,0.0175,7754,7256,0.0686,4362,4559,0.0432,1954,2376,0.1776,36204,36643,0.012,5717,5768,0.0088,10393,11246,0.0758,12475,11089,0.125,21117,22318,0.0538,0.062452972159518436,121616,118837,118281,118301,213
145,2023-01-24,9500,11688,0.1872,8828,8673,0.0179,7765,7256,0.0701,4362,4559,0.0432,1951,2376,0.1789,36204,36643,0.012,5717,5768,0.0088,10382,11246,0.0768,12475,11089,0.125,21117,22318,0.0538,0.06268969657003239,121616,118836,118281,118301,213
146,2023-01-25,9500,11688,0.1872,8829,8673,0.018,7768,7256,0.0706,4362,4559,0.0432,1950,2376,0.1793,36204,36643,0.012,5717,5768,0.0088,10378,11246,0.0772,12475,11089,0.125,21117,22318,0.0538,0.06276578655912615,121616,118830,118281,118300,213
147,2023-01-26,9500,11688,0.1872,8829,8673,0.018,7774,7256,0.0714,4362,4559,0.0432,1950,2376,0.1793,36204,36643,0.012,5717,5768,0.0088,10371,11246,0.0778,12475,11089,0.125,21117,22318,0.0538,0.06287569432115048,121616,118826,118281,118299,213
148,2023-01-27,9500,11688,0.1872,8830,8673,0.0181,7779,7256,0.0721,4362,4559,0.0432,1949,2376,0.1797,36204,36643,0.012,5717,5768,0.0088,10366,11246,0.0783,12475,11089,0.125,21117,22318,0.0538,0.06297714763994217,121616,118828,118281,118299,213
149,2023-01-28,9500,11688,0.1872,8831,8673,0.0182,7783,7256,0.0726,4362,4559,0.0432,1948,2376,0.1801,36204,36643,0.012,5717,5768,0.0088,10360,11246,0.0788,12475,11089,0.125,21117,22318,0.0538,0.06307860095873387,121616,118829,118281,118297,213
150,2023-01-29,9500,11688,0.1872,8835,8673,0.0187,7786,7256,0.073,4362,4559,0.0432,1944,2376,0.1818,36204,36643,0.012,5717,5768,0.0088,10357,11246,0.0791,12475,11089,0.125,21117,22318,0.0538,0.06319696316399083,121616,118825,118281,118297,213
151,2023-01-30,9500,11688,0.1872,8835,8673,0.0187,7793,7256,0.074,4362,4559,0.0432,1944,2376,0.1818,36204,36643,0.012,5717,5768,0.0088,10349,11246,0.0798,12475,11089,0.125,21117,22318,0.0538,0.06332377981248045,121616,118828,118281,118296,213
152,2023-01-31,9500,11688,0.1872,8836,8673,0.0188,7800,7256,0.075,4362,4559,0.0432,1943,2376,0.1822,36204,36643,0.012,5717,5768,0.0088,10340,11246,0.0806,12475,11089,0.125,21117,22318,0.0538,0.06347595979066799,121616,118832,118281,118294,213
153,2023-02-01,9500,11688,0.1872,8836,8673,0.0188,7803,7256,0.0754,4362,4559,0.0432,1943,2376,0.1822,36204,36643,0.012,5717,5768,0.0088,10336,11246,0.0809,12475,11089,0.125,21117,22318,0.0538,0.06353514089329647,121616,118829,118281,118293,213
154,2023-02-02,9500,11688,0.1872,8839,8673,0.0191,7804,7256,0.0755,4362,4559,0.0432,1940,2376,0.1835,36204,36643,0.012,5717,5768,0.0088,10335,11246,0.081,12475,11089,0.125,21117,22318,0.0538,0.0636027764391576,121616,118824,118281,118293,213
155,2023-02-03,9500,11688,0.1872,8839,8673,0.0191,7806,7256,0.0758,4362,4559,0.0432,1940,2376,0.1835,36204,36643,0.012,5717,5768,0.0088,10332,11246,0.0813,12475,11089,0.125,21117,22318,0.0538,0.06364504865532081,121616,118832,118281,118292,213
156,2023-02-04,9500,11688,0.1872,8841,8673,0.0194,7810,7256,0.0764,4362,4559,0.0432,1938,2376,0.1843,36204,36643,0.012,5717,5768,0.0088,10328,11246,0.0816,12475,11089,0.125,21117,22318,0.0538,0.0637465019741125,121616,118833,118281,118292,213
157,2023-02-05,9500,11688,0.1872,8843,8673,0.0196,7814,7256,0.0769,4362,4559,0.0432,1936,2376,0.1852,36204,36643,0.012,5717,5768,0.0088,10324,11246,0.082,12475,11089,0.125,21117,22318,0.0538,0.06384795529290418,121616,118836,118281,118292,213
158,2023-02-06,9500,11688,0.1872,8845,8673,0.0198,7816,7256,0.0772,4362,4559,0.0432,1934,2376,0.186,36204,36643,0.012,5717,5768,0.0088,10321,11246,0.0823,12475,11089,0.125,21117,22318,0.0538,0.06392404528199795,121616,118835,118281,118291,213
159,2023-02-07,9500,11688,0.1872,8845,8673,0.0198,7818,7256,0.0775,4362,4559,0.0432,1934,2376,0.186,36204,36643,0.012,5717,5768,0.0088,10318,11246,0.0825,12475,11089,0.125,21117,22318,0.0538,0.06396631749816116,121616,118839,118281,118290,213
160,2023-02-08,9500,11688,0.1872,8847,8673,0.0201,7822,7256,0.078,4362,4559,0.0432,1932,2376,0.1869,36204,36643,0.012,5717,5768,0.0088,10313,11246,0.083,12475,11089,0.125,21117,22318,0.0538,0.06407622526018548,121616,118844,118281,118289,213
161,2023-02-09,9500,11688,0.1872,8849,8673,0.0203,7830,7256,0.0791,4362,4559,0.0432,1929,2376,0.1881,36204,36643,0.012,5717,5768,0.0088,10304,11246,0.0838,12475,11089,0.125,21117,22318,0.0538,0.06426222301130359,121616,118843,118281,118287,213
162,2023-02-10,9500,11688,0.1872,8849,8673,0.0203,7837,7256,0.0801,4362,4559,0.0432,1929,2376,0.1881,36204,36643,0.012,5717,5768,0.0088,10295,11246,0.0846,12475,11089,0.125,21117,22318,0.0538,0.06439749410302585,121616,118840,118281,118285,213
163,2023-02-11,9500,11688,0.1872,8849,8673,0.0203,7840,7256,0.0805,4362,4559,0.0432,1929,2376,0.1881,36204,36643,0.012,5717,5768,0.0088,10291,11246,0.0849,12475,11089,0.125,21117,22318,0.0538,0.06445667520565433,121616,118840,118281,118284,213
164,2023-02-12,9500,11688,0.1872,8852,8673,0.0206,7845,7256,0.0812,4362,4559,0.0432,1926,2376,0.1894,36204,36643,0.012,5717,5768,0.0088,10283,11246,0.0856,12475,11089,0.125,21117,22318,0.0538,0.06461730962707452,121616,118841,118281,118281,213
165,2023-02-13,9500,11688,0.1872,8853,8673,0.0208,7848,7256,0.0816,4362,4559,0.0432,1925,2376,0.1898,36204,36643,0.012,5717,5768,0.0088,10277,11246,0.0862,12475,11089,0.125,21117,22318,0.0538,0.06471030850263355,121616,118842,118281,118278,213
166,2023-02-14,9500,11688,0.1872,8856,8673,0.0211,7853,7256,0.0823,4362,4559,0.0432,1922,2376,0.1911,36204,36643,0.012,5717,5768,0.0088,10272,11246,0.0866,12475,11089,0.125,21117,22318,0.0538,0.06484557959435581,121616,118837,118281,118278,213
167,2023-02-15,9500,11688,0.1872,8858,8673,0.0213,7859,7256,0.0831,4362,4559,0.0432,1920,2376,0.1919,36204,36643,0.012,5717,5768,0.0088,10265,11246,0.0872,12475,11089,0.125,21117,22318,0.0538,0.06498930512931071,121616,118835,118281,118277,213
168,2023-02-16,9500,11688,0.1872,8859,8673,0.0214,7864,7256,0.0838,4362,4559,0.0432,1919,2376,0.1923,36204,36643,0.012,5717,5768,0.0088,10259,11246,0.0878,12475,11089,0.125,21117,22318,0.0538,0.06509921289133504,121616,118839,118281,118276,213
169,2023-02-17,9500,11688,0.1872,8862,8673,0.0218,7869,7256,0.0845,4362,4559,0.0432,1916,2376,0.1936,36204,36643,0.012,5717,5768,0.0088,10252,11246,0.0884,12475,11089,0.125,21117,22318,0.0538,0.06525139286952258,121616,118844,118281,118274,213
170,2023-02-18,9500,11688,0.1872,8864,8673,0.022,7874,7256,0.0852,4362,4559,0.0432,1914,2376,0.1944,36204,36643,0.012,5717,5768,0.0088,10247,11246,0.0888,12475,11089,0.125,21117,22318,0.0538,0.06536975507477955,121616,118842,118281,118274,213
171,2023-02-19,9500,11688,0.1872,8866,8673,0.0223,7879,7256,0.0859,4362,4559,0.0432,1912,2376,0.1953,36204,36643,0.012,5717,5768,0.0088,10254,11246,0.0882,12475,11089,0.125,21117,22318,0.0538,0.06538666396124483,121616,118832,118281,118286,213
172,2023-02-20,9500,11688,0.1872,8867,8673,0.0224,7884,7256,0.0865,4362,4559,0.0432,1911,2376,0.1957,36204,36643,0.012,5717,5768,0.0088,10248,11246,0.0887,12475,11089,0.125,21117,22318,0.0538,0.06549657172326917,121616,118838,118281,118285,213
173,2023-02-21,9500,11688,0.1872,8869,8673,0.0226,7894,7256,0.0879,4362,4559,0.0432,1909,2376,0.1965,36204,36643,0.012,5717,5768,0.0088,10257,11246,0.0879,12475,11089,0.125,21117,22318,0.0538,0.06553884393943236,121616,118840,118281,118304,213
174,2023-02-22,9500,11688,0.1872,8869,8673,0.0226,7900,7256,0.0888,4362,4559,0.0432,1909,2376,0.1965,36204,36643,0.012,5717,5768,0.0088,10250,11246,0.0886,12475,11089,0.125,21117,22318,0.0538,0.0656487517014567,121616,118844,118281,118303,213
175,2023-02-23,9500,11688,0.1872,8870,8673,0.0227,7907,7256,0.0897,4362,4559,0.0432,1908,2376,0.197,36204,36643,0.012,5717,5768,0.0088,10261,11246,0.0876,12475,11089,0.125,21117,22318,0.0538,0.06563184281499142,121616,118845,118281,118321,213
176,2023-02-24,9500,11688,0.1872,8870,8673,0.0227,7912,7256,0.0904,4362,4559,0.0432,1908,2376,0.197,36204,36643,0.012,5717,5768,0.0088,10256,11246,0.088,12475,11089,0.125,21117,22318,0.0538,0.06571638724731783,121616,118848,118281,118321,213
177,2023-02-25,9500,11688,0.1872,8872,8673,0.0229,7919,7256,0.0914,4362,4559,0.0432,1906,2376,0.1978,36204,36643,0.012,5717,5768,0.0088,10248,11246,0.0887,12475,11089,0.125,21117,22318,0.0538,0.065877021668738,121616,118849,118281,118320,213
178,2023-02-26,9500,11688,0.1872,8875,8673,0.0233,7923,7256,0.0919,4362,4559,0.0432,1903,2376,0.1991,36204,36643,0.012,5717,5768,0.0088,10243,11246,0.0892,12475,11089,0.125,21117,22318,0.0538,0.06600383831722761,121616,118845,118281,118319,213
179,2023-02-27,9500,11688,0.1872,8877,8673,0.0235,7929,7256,0.0928,4362,4559,0.0432,1901,2376,0.1999,36204,36643,0.012,5717,5768,0.0088,10253,11246,0.0883,12475,11089,0.125,21117,22318,0.0538,0.06600383831722761,121616,118854,118281,118335,213
180,2023-02-28,9500,11688,0.1872,8878,8673,0.0236,7932,7256,0.0932,4362,4559,0.0432,1900,2376,0.2003,36204,36643,0.012,5717,5768,0.0088,10249,11246,0.0887,12475,11089,0.125,21117,22318,0.0538,0.06607992830632138,121616,118852,118281,118334,213
181,2023-03-01,9500,11688,0.1872,8881,8673,0.024,7939,7256,0.0941,4362,4559,0.0432,1897,2376,0.2016,36204,36643,0.012,5717,5768,0.0088,10246,11246,0.0889,12475,11089,0.125,21117,22318,0.0538,0.06621519939804364,121616,118853,118281,118338,213
182,2023-03-02,9500,11688,0.1872,8883,8673,0.0242,7944,7256,0.0948,4362,4559,0.0432,1895,2376,0.2024,36204,36643,0.012,5717,5768,0.0088,10252,11246,0.0884,12475,11089,0.125,21117,22318,0.0538,0.06624056272774156,121616,118859,118281,118349,213
183,2023-03-03,9500,11688,0.1872,8887,8673,0.0247,7949,7256,0.0955,4362,4559,0.0432,1891,2376,0.2041,36204,36643,0.012,5717,5768,0.0088,10246,11246,0.0889,12475,11089,0.125,21117,22318,0.0538,0.06640119714916175,121616,118864,118281,118348,213
