Day,Date,Fassala sim,Fassala data,Fassala error,Mentao sim,Mentao data,Mentao error,Dori sim,Dori data,Dori error,Damba sim,Damba data,Damba error,Djibo sim,Djibo data,Djibo error,Niamey sim,Niamey data,Niamey error,Mangaize sim,Mangaize data,Mangaize error,Ayorou sim,Ayorou data,Ayorou error,Tahoua sim,Tahoua data,Tahoua error,Abala sim,Abala data,Abala error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
282,2023-06-10,9500,11688,0.1872,9058,8673,0.0444,8171,7256,0.1261,4362,4559,0.0432,1716,2376,0.2778,36112,36643,0.0145,5726,5768,0.0073,10245,11246,0.089,12475,11089,0.125,21056,22318,0.0565,0.07242921517403471,121616,118918,118281,118421,213
283,2023-06-11,9500,11688,0.1872,9058,8673,0.0444,8180,7256,0.1273,4362,4559,0.0432,1716,2376,0.2778,36112,36643,0.0145,5726,5768,0.0073,10238,11246,0.0896,12475,11089,0.125,21056,22318,0.0565,0.07256448626575697,121616,118918,118281,118423,213
284,2023-06-12,9500,11688,0.1872,9059,8673,0.0445,8178,7256,0.1271,4362,4559,0.0432,1715,2376,0.2782,36112,36643,0.0145,5723,5768,0.0078,10244,11246,0.0891,12475,11089,0.125,21056,22318,0.0565,0.07253912293605905,121616,118917,118281,118424,213
285,2023-06-13,9500,11688,0.1872,9061,8673,0.0447,8182,7256,0.1276,4362,4559,0.0432,1713,2376,0.279,36112,36643,0.0145,5723,5768,0.0078,10240,11246,0.0895,12475,11089,0.125,21056,22318,0.0565,0.07264057625485074,121616,118917,118281,118424,213
286,2023-06-14,9500,11688,0.1872,9062,8673,0.0449,8172,7256,0.1262,4362,4559,0.0432,1712,2376,0.2795,36112,36643,0.0145,5719,5768,0.0085,10254,11246,0.0882,12475,11089,0.125,21056,22318,0.0565,0.0724883962766632,121616,118917,118281,118424,213
287,2023-06-15,9500,11688,0.1872,9064,8673,0.0451,8177,7256,0.1269,4362,4559,0.0432,1710,2376,0.2803,36112,36643,0.0145,5719,5768,0.0085,10247,11246,0.0888,12475,11089,0.125,21056,22318,0.0565,0.07262366736838545,121616,118918,118281,118422,213
288,2023-06-16,9500,11688,0.1872,9064,8673,0.0451,8179,7256,0.1272,4362,4559,0.0432,1710,2376,0.2803,36112,36643,0.0145,5719,5768,0.0085,10245,11246,0.089,12475,11089,0.125,21056,22318,0.0565,0.07265748514131602,121616,118917,118281,118422,213
289,2023-06-17,9500,11688,0.1872,9066,8673,0.0453,8180,7256,0.1273,4362,4559,0.0432,1708,2376,0.2811,36112,36643,0.0145,5719,5768,0.0085,10242,11246,0.0893,12475,11089,0.125,21056,22318,0.0565,0.07272512068717715,121616,118916,118281,118420,213
290,2023-06-18,9500,11688,0.1872,9051,8673,0.0436,8186,7256,0.1282,4362,4559,0.0432,1729,2376,0.2723,36112,36643,0.0145,5719,5768,0.0085,10239,11246,0.0895,12475,11089,0.125,21056,22318,0.0565,0.07249685071989584,121616,118919,118281,118429,213
291,2023-06-19,9500,11688,0.1872,9053,8673,0.0438,8180,7256,0.1273,4362,4559,0.0432,1727,2376,0.2731,36112,36643,0.0145,5711,5768,0.0099,10256,11246,0.088,12475,11089,0.125,21056,22318,0.0565,0.07240385184433679,121616,118919,118281,118432,213
292,2023-06-20,9500,11688,0.1872,9054,8673,0.0439,8186,7256,0.1282,4362,4559,0.0432,1726,2376,0.2736,36112,36643,0.0145,5711,5768,0.0099,10249,11246,0.0887,12475,11089,0.125,21056,22318,0.0565,0.07253066849282641,121616,118919,118281,118431,213
293,2023-06-21,9500,11688,0.1872,9054,8673,0.0439,8187,7256,0.1283,4362,4559,0.0432,1726,2376,0.2736,36112,36643,0.0145,5711,5768,0.0099,10247,11246,0.0888,12475,11089,0.125,21056,22318,0.0565,0.07255603182252433,121616,118917,118281,118430,213
294,2023-06-22,9500,11688,0.1872,9055,8673,0.044,8190,7256,0.1287,4362,4559,0.0432,1725,2376,0.274,36112,36643,0.0145,5711,5768,0.0099,10243,11246,0.0892,12475,11089,0.125,21056,22318,0.0565,0.0726321218116181,121616,118917,118281,118429,213
295,2023-06-23,9500,11688,0.1872,9057,8673,0.0443,8195,7256,0.1294,4362,4559,0.0432,1723,2376,0.2748,36112,36643,0.0145,5711,5768,0.0099,10239,11246,0.0895,12475,11089,0.125,21056,22318,0.0565,0.07274202957364242,121616,118917,118281,118430,213
296,2023-06-24,9500,11688,0.1872,9057,8673,0.0443,8187,7256,0.1283,4362,4559,0.0432,1723,2376,0.2748,36112,36643,0.0145,5708,5768,0.0104,10250,11246,0.0886,12475,11089,0.125,21056,22318,0.0565,0.07260675848192018,121616,118917,118281,118430,213
297,2023-06-25,9500,11688,0.1872,9059,8673,0.0445,8190,7256,0.1287,4362,4559,0.0432,1721,2376,0.2757,36112,36643,0.0145,5708,5768,0.0104,10246,11246,0.0889,12475,11089,0.125,21056,22318,0.0565,0.07269975735747922,121616,118919,118281,118429,213
298,2023-06-26,9499,11688,0.1873,9060,8673,0.0446,8193,7256,0.1291,4362,4559,0.0432,1720,2376,0.2761,36112,36643,0.0145,5708,5768,0.0104,10243,11246,0.0892,12475,11089,0.125,21056,22318,0.0565,0.072775847346573,121616,118918,118281,118428,213
299,2023-06-27,9983,11688,0.1459,9061,8673,0.0447,8195,7256,0.1294,4362,4559,0.0432,1719,2376,0.2765,36112,36643,0.0145,5708,5768,0.0104,10241,11246,0.0894,12475,11089,0.125,21056,22318,0.0565,0.06873462348137063,121616,118917,118281,118912,213
300,2023-06-28,9971,11688,0.1469,9064,8673,0.0451,8192,7256,0.129,4362,4559,0.0432,1716,2376,0.2778,36112,36643,0.0145,5705,5768,0.0109,10248,11246,0.0887,12475,11089,0.125,21056,22318,0.0565,0.06882762235692969,121616,118917,118281,118901,213
301,2023-06-29,9959,11688,0.1479,9065,8673,0.0452,8201,7256,0.1302,4362,4559,0.0432,1715,2376,0.2782,36112,36643,0.0145,5705,5768,0.0109,10240,11246,0.0895,12475,11089,0.125,21056,22318,0.0565,0.06908971009714156,121616,118918,118281,118890,213
302,2023-06-30,9949,11688,0.1488,9068,8673,0.0455,8198,7256,0.1298,4362,4559,0.0432,1712,2376,0.2795,36112,36643,0.0145,5700,5768,0.0118,10247,11246,0.0888,12475,11089,0.125,21056,22318,0.0565,0.0691827089727006,121616,118917,118281,118879,213
303,2023-07-01,9939,11688,0.1496,9070,8673,0.0458,8201,7256,0.1302,4362,4559,0.0432,1710,2376,0.2803,36112,36643,0.0145,5700,5768,0.0118,10243,11246,0.0892,12475,11089,0.125,21056,22318,0.0565,0.06936025228058607,121616,118917,118281,118868,213
304,2023-07-02,9931,11688,0.1503,9071,8673,0.0459,8205,7256,0.1308,4362,4559,0.0432,1709,2376,0.2807,36112,36643,0.0145,5700,5768,0.0118,10240,11246,0.0895,12475,11089,0.125,21056,22318,0.0565,0.06950397781554096,121616,118918,118281,118861,213
305,2023-07-03,9922,11688,0.1511,9065,8673,0.0452,8203,7256,0.1305,4362,4559,0.0432,1718,2376,0.2769,36112,36643,0.0145,5693,5768,0.013,10249,11246,0.0887,12475,11089,0.125,21056,22318,0.0565,0.06941943338321455,121616,118917,118281,118855,213
306,2023-07-04,9912,11688,0.152,9067,8673,0.0454,8208,7256,0.1312,4362,4559,0.0432,1716,2376,0.2778,36070,36643,0.0156,5760,5768,0.0014,10238,11246,0.0896,12475,11089,0.125,21036,22318,0.0574,0.06963079446403057,121616,118916,118281,118844,213
307,2023-07-05,9903,11688,0.1527,9069,8673,0.0457,8212,7256,0.1318,4362,4559,0.0432,1714,2376,0.2786,36070,36643,0.0156,5754,5768,0.0024,10240,11246,0.0895,12475,11089,0.125,21036,22318,0.0574,0.06980833777191603,121616,118916,118281,118835,213
308,2023-07-06,9894,11688,0.1535,9069,8673,0.0457,8212,7256,0.1318,4362,4559,0.0432,1714,2376,0.2786,36070,36643,0.0156,5746,5768,0.0038,10249,11246,0.0887,12475,11089,0.125,21036,22318,0.0574,0.06987597331777716,121616,118917,118281,118827,213
309,2023-07-07,9887,11688,0.1541,9070,8673,0.0458,8217,7256,0.1324,4362,4559,0.0432,1713,2376,0.279,36070,36643,0.0156,5746,5768,0.0038,10244,11246,0.0891,12475,11089,0.125,21036,22318,0.0574,0.07003660773919733,121616,118920,118281,118820,213
310,2023-07-08,9878,11688,0.1549,9070,8673,0.0458,8222,7256,0.1331,4362,4559,0.0432,1713,2376,0.279,36070,36643,0.0156,5746,5768,0.0038,10239,11246,0.0895,12475,11089,0.125,21036,22318,0.0574,0.07019724216061751,121616,118920,118281,118811,213
311,2023-07-09,9872,11688,0.1554,9070,8673,0.0458,8218,7256,0.1326,4362,4559,0.0432,1713,2376,0.279,36070,36643,0.0156,5742,5768,0.0045,10250,11246,0.0886,12475,11089,0.125,21036,22318,0.0574,0.0701549699444543,121616,118920,118281,118808,213
312,2023-07-10,9860,11688,0.1564,9072,8673,0.046,8220,7256,0.1329,4362,4559,0.0432,1711,2376,0.2799,36070,36643,0.0156,5742,5768,0.0045,10248,11246,0.0887,12475,11089,0.125,21036,22318,0.0574,0.07032405880910712,121616,118920,118281,118796,213
313,2023-07-11,9849,11688,0.1573,9073,8673,0.0461,8224,7256,0.1334,4362,4559,0.0432,1710,2376,0.2803,36070,36643,0.0156,5742,5768,0.0045,10243,11246,0.0892,12475,11089,0.125,21036,22318,0.0574,0.07051005656022523,121616,118920,118281,118784,213
314,2023-07-12,9836,11688,0.1585,9075,8673,0.0464,8228,7256,0.134,4362,4559,0.0432,1708,2376,0.2811,36070,36643,0.0156,5742,5768,0.0045,10238,11246,0.0896,12475,11089,0.125,21036,22318,0.0574,0.07072987208427389,121616,118919,118281,118770,213
315,2023-07-13,9830,11688,0.159,9069,8673,0.0457,8225,7256,0.1335,4362,4559,0.0432,1715,2376,0.2782,36070,36643,0.0156,5738,5768,0.0052,10244,11246,0.0891,12475,11089,0.125,21036,22318,0.0574,0.0706284187654822,121616,118917,118281,118764,213
316,2023-07-14,9822,11688,0.1597,9070,8673,0.0458,8228,7256,0.134,4362,4559,0.0432,1714,2376,0.2786,36070,36643,0.0156,5738,5768,0.0052,10242,11246,0.0893,12475,11089,0.125,21036,22318,0.0574,0.07075523541397181,121616,118918,118281,118757,213
317,2023-07-15,9815,11688,0.1602,9073,8673,0.0461,8229,7256,0.1341,4362,4559,0.0432,1711,2376,0.2799,36070,36643,0.0156,5738,5768,0.0052,10243,11246,0.0892,12475,11089,0.125,21036,22318,0.0574,0.07086514317599614,121616,118920,118281,118752,213
318,2023-07-16,9795,11688,0.162,9075,8673,0.0464,8232,7256,0.1345,4362,4559,0.0432,1709,2376,0.2807,36070,36643,0.0156,5738,5768,0.0052,10240,11246,0.0895,12475,11089,0.125,21036,22318,0.0574,0.07111877647297538,121616,118920,118281,118732,213
319,2023-07-17,9791,11688,0.1623,9067,8673,0.0454,8226,7256,0.1337,4362,4559,0.0432,1717,2376,0.2774,36070,36643,0.0156,5736,5768,0.0055,10247,11246,0.0888,12475,11089,0.125,21036,22318,0.0574,0.07092432427862463,121616,118919,118281,118727,213
320,2023-07-18,9781,11688,0.1632,9068,8673,0.0455,8230,7256,0.1342,4362,4559,0.0432,1716,2376,0.2778,36070,36643,0.0156,5736,5768,0.0055,10242,11246,0.0893,12475,11089,0.125,21036,22318,0.0574,0.07110186758651009,121616,118919,118281,118716,213
321,2023-07-19,9767,11688,0.1644,9070,8673,0.0458,8234,7256,0.1348,4362,4559,0.0432,1713,2376,0.279,36070,36643,0.0156,5736,5768,0.0055,10237,11246,0.0897,12475,11089,0.125,21036,22318,0.0574,0.07133859199702404,121616,118918,118281,118700,213
322,2023-07-20,9757,11688,0.1652,9070,8673,0.0458,8231,7256,0.1344,4362,4559,0.0432,1713,2376,0.279,36070,36643,0.0156,5730,5768,0.0066,10247,11246,0.0888,12475,11089,0.125,21036,22318,0.0574,0.07136395532672196,121616,118918,118281,118691,213
323,2023-07-21,9752,11688,0.1656,9073,8673,0.0461,8235,7256,0.1349,4362,4559,0.0432,1710,2376,0.2803,36070,36643,0.0156,5730,5768,0.0066,10244,11246,0.0891,12475,11089,0.125,21036,22318,0.0574,0.0715161353049095,121616,118919,118281,118687,213
324,2023-07-22,9745,11688,0.1662,9075,8673,0.0464,8240,7256,0.1356,4362,4559,0.0432,1708,2376,0.2811,36070,36643,0.0156,5730,5768,0.0066,10239,11246,0.0895,12475,11089,0.125,21036,22318,0.0574,0.07169367861279495,121616,118919,118281,118680,213
325,2023-07-23,9733,11688,0.1673,9069,8673,0.0457,8243,7256,0.136,4362,4559,0.0432,1715,2376,0.2782,36070,36643,0.0156,5727,5768,0.0071,10239,11246,0.0895,12475,11089,0.125,21036,22318,0.0574,0.07173595082895816,121616,118919,118281,118669,213
326,2023-07-24,9722,11688,0.1682,9072,8673,0.046,8239,7256,0.1355,4362,4559,0.0432,1712,2376,0.2795,36070,36643,0.0156,5725,5768,0.0075,10245,11246,0.089,12475,11089,0.125,21036,22318,0.0574,0.07181204081805193,121616,118919,118281,118658,213
327,2023-07-25,9714,11688,0.1689,9074,8673,0.0462,8244,7256,0.1362,4362,4559,0.0432,1710,2376,0.2803,36070,36643,0.0156,5725,5768,0.0075,10240,11246,0.0895,12475,11089,0.125,21036,22318,0.0574,0.07199803856917003,121616,118919,118281,118650,213
328,2023-07-26,9706,11688,0.1696,9077,8673,0.0466,8244,7256,0.1362,4362,4559,0.0432,1707,2376,0.2816,36070,36643,0.0156,5722,5768,0.008,10243,11246,0.0892,12475,11089,0.125,21036,22318,0.0574,0.072116400774427,121616,118919,118281,118642,213
329,2023-07-27,9696,11688,0.1704,9065,8673,0.0452,8248,7256,0.1367,4362,4559,0.0432,1719,2376,0.2765,36070,36643,0.0156,5722,5768,0.008,10236,11246,0.0898,12475,11089,0.125,21036,22318,0.0574,0.07209103744472908,121616,118916,118281,118629,213
330,2023-07-28,9693,11688,0.1707,9069,8673,0.0457,8240,7256,0.1356,4362,4559,0.0432,1715,2376,0.2782,36070,36643,0.0156,5714,5768,0.0094,10252,11246,0.0884,12475,11089,0.125,21036,22318,0.0574,0.07204876522856588,121616,118916,118281,118626,213
331,2023-07-29,9685,11688,0.1714,9072,8673,0.046,8241,7256,0.1357,4362,4559,0.0432,1712,2376,0.2795,36070,36643,0.0156,5714,5768,0.0094,10251,11246,0.0885,12475,11089,0.125,21036,22318,0.0574,0.07218403632028812,121616,118917,118281,118618,213
332,2023-07-30,9671,11688,0.1726,9075,8673,0.0464,8243,7256,0.136,4362,4559,0.0432,1709,2376,0.2807,36070,36643,0.0156,5714,5768,0.0094,10248,11246,0.0887,12475,11089,0.125,21036,22318,0.0574,0.07239539740110415,121616,118916,118281,118603,213
333,2023-07-31,9659,11688,0.1736,9072,8673,0.046,8248,7256,0.1367,4362,4559,0.0432,1712,2376,0.2795,36070,36643,0.0156,5714,5768,0.0094,10242,11246,0.0893,12475,11089,0.125,21036,22318,0.0574,0.07253912293605905,121616,118915,118281,118590,213
334,2023-08-01,9644,11688,0.1749,9072,8673,0.046,8253,7256,0.1374,4362,4559,0.0432,1712,2376,0.2795,36070,36643,0.0156,5714,5768,0.0094,10237,11246,0.0897,12475,11089,0.125,21036,22318,0.0574,0.07275048401687507,121616,118915,118281,118575,213
335,2023-08-02,9638,11688,0.1754,9075,8673,0.0464,8252,7256,0.1373,4362,4559,0.0432,1709,2376,0.2807,36070,36643,0.0156,5711,5768,0.0099,10244,11246,0.0891,12475,11089,0.125,21036,22318,0.0574,0.07280966511950356,121616,118917,118281,118572,213
336,2023-08-03,9631,11688,0.176,9064,8673,0.0451,8255,7256,0.1377,4362,4559,0.0432,1720,2376,0.2761,36070,36643,0.0156,5711,5768,0.0099,10241,11246,0.0894,12475,11089,0.125,21036,22318,0.0574,0.07273357513040979,121616,118917,118281,118565,213
337,2023-08-04,9622,11688,0.1768,9065,8673,0.0452,8248,7256,0.1367,4362,4559,0.0432,1719,2376,0.2765,36070,36643,0.0156,5704,5768,0.0111,10255,11246,0.0881,12475,11089,0.125,21036,22318,0.0574,0.07270821180071187,121616,118917,118281,118556,213
338,2023-08-05,9612,11688,0.1776,9065,8673,0.0452,8251,7256,0.1371,4362,4559,0.0432,1719,2376,0.2765,36070,36643,0.0156,5704,5768,0.0111,10251,11246,0.0885,12475,11089,0.125,21036,22318,0.0574,0.07285193733566676,121616,118916,118281,118545,213
339,2023-08-06,9605,11688,0.1782,9066,8673,0.0453,8253,7256,0.1374,4362,4559,0.0432,1717,2376,0.2774,36070,36643,0.0156,5704,5768,0.0111,10249,11246,0.0887,12475,11089,0.125,21036,22318,0.0574,0.07297029954092374,121616,118916,118281,118537,213
340,2023-08-07,9590,11688,0.1795,9068,8673,0.0455,8256,7256,0.1378,4362,4559,0.0432,1715,2376,0.2782,36070,36643,0.0156,5704,5768,0.0111,10245,11246,0.089,12475,11089,0.125,21036,22318,0.0574,0.0731901150649724,121616,118916,118281,118521,213
341,2023-08-08,9585,11688,0.1799,9068,8673,0.0455,8261,7256,0.1385,4362,4559,0.0432,1715,2376,0.2782,36070,36643,0.0156,5704,5768,0.0111,10240,11246,0.0895,12475,11089,0.125,21036,22318,0.0574,0.07331693171346201,121616,118916,118281,118516,213
342,2023-08-09,9580,11688,0.1804,9069,8673,0.0457,8257,7256,0.138,4362,4559,0.0432,1714,2376,0.2786,36070,36643,0.0156,5696,5768,0.0125,10253,11246,0.0883,12475,11089,0.125,21036,22318,0.0574,0.07330002282699673,121616,118916,118281,118512,213
343,2023-08-10,9572,11688,0.181,9071,8673,0.0459,8263,7256,0.1388,4362,4559,0.0432,1712,2376,0.2795,36036,36643,0.0166,5763,5768,0.0009,10242,11246,0.0893,12475,11089,0.125,21006,22318,0.0588,0.07351983835104539,121616,118917,118281,118502,213
344,2023-08-11,9565,11688,0.1816,9073,8673,0.0461,8270,7256,0.1397,4362,4559,0.0432,1710,2376,0.2803,36036,36643,0.0166,5763,5768,0.0009,10237,11246,0.0897,12475,11089,0.125,21006,22318,0.0588,0.07371429054539613,121616,118919,118281,118497,213
345,2023-08-12,9554,11688,0.1826,9074,8673,0.0462,8263,7256,0.1388,4362,4559,0.0432,1709,2376,0.2807,36036,36643,0.0166,5761,5768,0.0012,10250,11246,0.0886,12475,11089,0.125,21006,22318,0.0588,0.07367201832923292,121616,118920,118281,118490,213
346,2023-08-13,9546,11688,0.1833,9057,8673,0.0443,8270,7256,0.1397,4362,4559,0.0432,1727,2376,0.2731,36036,36643,0.0166,5761,5768,0.0012,10242,11246,0.0893,12475,11089,0.125,21006,22318,0.0588,0.07357056501044124,121616,118919,118281,118482,213
347,2023-08-14,9536,11688,0.1841,9058,8673,0.0444,8276,7256,0.1406,4362,4559,0.0432,1726,2376,0.2736,36036,36643,0.0166,5761,5768,0.0012,10236,11246,0.0898,12475,11089,0.125,21006,22318,0.0588,0.07377347164802461,121616,118919,118281,118472,213
348,2023-08-15,9523,11688,0.1852,9061,8673,0.0447,8270,7256,0.1397,4362,4559,0.0432,1723,2376,0.2748,36036,36643,0.0166,5756,5768,0.0021,10249,11246,0.0887,12475,11089,0.125,21006,22318,0.0588,0.07381574386418782,121616,118921,118281,118461,213
349,2023-08-16,9519,11688,0.1856,9061,8673,0.0447,8279,7256,0.141,4362,4559,0.0432,1723,2376,0.2748,36036,36643,0.0166,5756,5768,0.0021,10240,11246,0.0895,12475,11089,0.125,21006,22318,0.0588,0.07400174161530593,121616,118921,118281,118457,213
350,2023-08-17,9507,11688,0.1866,9062,8673,0.0449,8277,7256,0.1407,4362,4559,0.0432,1722,2376,0.2753,36036,36643,0.0166,5748,5768,0.0035,10250,11246,0.0886,12475,11089,0.125,21006,22318,0.0588,0.07408628604763233,121616,118921,118281,118445,213
351,2023-08-18,9507,11688,0.1866,9064,8673,0.0451,8282,7256,0.1414,4362,4559,0.0432,1720,2376,0.2761,36036,36643,0.0166,5748,5768,0.0035,10245,11246,0.089,12475,11089,0.125,21006,22318,0.0588,0.0742046482528893,121616,118921,118281,118445,213
352,2023-08-19,9507,11688,0.1866,9065,8673,0.0452,8287,7256,0.1421,4362,4559,0.0432,1719,2376,0.2765,36036,36643,0.0166,5748,5768,0.0035,10240,11246,0.0895,12475,11089,0.125,21006,22318,0.0588,0.074306101571681,121616,118921,118281,118445,213
353,2023-08-20,9500,11688,0.1872,9067,8673,0.0454,8289,7256,0.1424,4362,4559,0.0432,1717,2376,0.2774,36036,36643,0.0166,5736,5768,0.0055,10250,11246,0.0886,12475,11089,0.125,21006,22318,0.0588,0.0744329182201706,121616,118921,118281,118438,213
354,2023-08-21,9500,11688,0.1872,9068,8673,0.0455,8294,7256,0.1431,4362,4559,0.0432,1716,2376,0.2778,36036,36643,0.0166,5736,5768,0.0055,10245,11246,0.089,12475,11089,0.125,21006,22318,0.0588,0.07453437153896231,121616,118921,118281,118438,213
355,2023-08-22,9500,11688,0.1872,9069,8673,0.0457,8299,7256,0.1437,4362,4559,0.0432,1715,2376,0.2782,36036,36643,0.0166,5736,5768,0.0055,10240,11246,0.0895,12475,11089,0.125,21006,22318,0.0588,0.074635824857754,121616,118921,118281,118438,213
356,2023-08-23,9500,11688,0.1872,9069,8673,0.0457,8300,7256,0.1439,4362,4559,0.0432,1714,2376,0.2786,36036,36643,0.0166,5730,5768,0.0066,10245,11246,0.089,12475,11089,0.125,21006,22318,0.0588,0.07466118818745192,121616,118921,118281,118437,213
357,2023-08-24,9500,11688,0.1872,9073,8673,0.0461,8303,7256,0.1443,4362,4559,0.0432,1710,2376,0.2803,36036,36643,0.0166,5730,5768,0.0066,10242,11246,0.0893,12475,11089,0.125,21006,22318,0.0588,0.0747795503927089,121616,118921,118281,118437,213
358,2023-08-25,9500,11688,0.1872,9075,8673,0.0464,8307,7256,0.1448,4362,4559,0.0432,1708,2376,0.2811,36036,36643,0.0166,5730,5768,0.0066,10238,11246,0.0896,12475,11089,0.125,21006,22318,0.0588,0.07488100371150058,121616,118921,118281,118437,213
359,2023-08-26,9500,11688,0.1872,9063,8673,0.045,8302,7256,0.1442,4362,4559,0.0432,1721,2376,0.2757,36036,36643,0.0166,5722,5768,0.008,10251,11246,0.0885,12475,11089,0.125,21006,22318,0.0588,0.07458509819835815,121616,118921,118281,118438,213
360,2023-08-27,9500,11688,0.1872,9064,8673,0.0451,8307,7256,0.1448,4362,4559,0.0432,1720,2376,0.2761,36036,36643,0.0166,5722,5768,0.008,10244,11246,0.0891,12475,11089,0.125,21006,22318,0.0588,0.07470346040361513,121616,118920,118281,118436,213
361,2023-08-28,9500,11688,0.1872,9064,8673,0.0451,8313,7256,0.1457,4362,4559,0.0432,1720,2376,0.2761,36036,36643,0.0166,5722,5768,0.008,10238,11246,0.0896,12475,11089,0.125,21006,22318,0.0588,0.07480491372240682,121616,118920,118281,118436,213
362,2023-08-29,9500,11688,0.1872,9064,8673,0.0451,8300,7256,0.1439,4362,4559,0.0432,1720,2376,0.2761,36036,36643,0.0166,5714,5768,0.0094,10261,11246,0.0876,12475,11089,0.125,21006,22318,0.0588,0.07456818931189287,121616,118921,118281,118438,213
363,2023-08-30,9500,11688,0.1872,9064,8673,0.0451,8303,7256,0.1443,4362,4559,0.0432,1720,2376,0.2761,36036,36643,0.0166,5714,5768,0.0094,10256,11246,0.088,12475,11089,0.125,21006,22318,0.0588,0.074635824857754,121616,118921,118281,118436,213
364,2023-08-31,9500,11688,0.1872,9065,8673,0.0452,8307,7256,0.1448,4362,4559,0.0432,1719,2376,0.2765,36036,36643,0.0166,5714,5768,0.0094,10248,11246,0.0887,12475,11089,0.125,21006,22318,0.0588,0.07475418706301097,121616,118918,118281,118432,213
365,2023-09-01,9500,11688,0.1872,9065,8673,0.0452,8311,7256,0.1454,4362,4559,0.0432,1719,2376,0.2765,36036,36643,0.0166,5714,5768,0.0094,10244,11246,0.0891,12475,11089,0.125,21006,22318,0.0588,0.07482182260887209,121616,118918,118281,118432,213
366,2023-09-02,9500,11688,0.1872,9067,8673,0.0454,8317,7256,0.1462,4362,4559,0.0432,1717,2376,0.2774,36036,36643,0.0166,5714,5768,0.0094,10241,11246,0.0894,12475,11089,0.125,21006,22318,0.0588,0.07493173037089643,121616,118920,118281,118435,213
367,2023-09-03,9500,11688,0.1872,9070,8673,0.0458,8319,7256,0.1465,4362,4559,0.0432,1714,2376,0.2786,36036,36643,0.0166,5706,5768,0.0107,10250,11246,0.0886,12475,11089,0.125,21006,22318,0.0588,0.07499091147352491,121616,118921,118281,118438,213
368,2023-09-04,9499,11688,0.1873,9072,8673,0.046,8322,7256,0.1469,4362,4559,0.0432,1712,2376,0.2795,36036,36643,0.0166,5706,5768,0.0107,10246,11246,0.0889,12475,11089,0.125,21006,22318,0.0588,0.0750923647923166,121616,118921,118281,118436,213
369,2023-09-05,9983,11688,0.1459,9075,8673,0.0464,8330,7256,0.148,4362,4559,0.0432,1709,2376,0.2807,36036,36643,0.0166,5706,5768,0.0107,10238,11246,0.0896,12475,11089,0.125,21006,22318,0.0588,0.0711864120188365,121616,118921,118281,118920,213
370,2023-09-06,9964,11688,0.1475,9066,8673,0.0453,8319,7256,0.1465,4362,4559,0.0432,1718,2376,0.2769,36036,36643,0.0166,5700,5768,0.0118,10256,11246,0.088,12475,11089,0.125,21006,22318,0.0588,0.0710004142677184,121616,118921,118281,118902,213
371,2023-09-07,9954,11688,0.1484,9070,8673,0.0458,8325,7256,0.1473,4362,4559,0.0432,1714,2376,0.2786,36036,36643,0.0166,5700,5768,0.0118,10249,11246,0.0887,12475,11089,0.125,21006,22318,0.0588,0.07126250200793027,121616,118921,118281,118891,213
372,2023-09-08,9944,11688,0.1492,9070,8673,0.0458,8328,7256,0.1477,4362,4559,0.0432,1714,2376,0.2786,36036,36643,0.0166,5700,5768,0.0118,10246,11246,0.0889,12475,11089,0.125,21006,22318,0.0588,0.07139777309965252,121616,118921,118281,118881,213
373,2023-09-09,9931,11688,0.1503,9072,8673,0.046,8331,7256,0.1482,4362,4559,0.0432,1712,2376,0.2795,36036,36643,0.0166,5700,5768,0.0118,10242,11246,0.0893,12475,11089,0.125,21006,22318,0.0588,0.0716006797372359,121616,118920,118281,118867,213
374,2023-09-10,9922,11688,0.1511,9074,8673,0.0462,8338,7256,0.1491,4362,4559,0.0432,1710,2376,0.2803,36036,36643,0.0166,5700,5768,0.0118,10235,11246,0.0899,12475,11089,0.125,21006,22318,0.0588,0.07182894970451721,121616,118919,118281,118858,213
375,2023-09-11,9912,11688,0.152,9076,8673,0.0465,8335,7256,0.1487,4362,4559,0.0432,1708,2376,0.2811,36036,36643,0.0166,5697,5768,0.0123,10240,11246,0.0895,12475,11089,0.125,21006,22318,0.0588,0.07190503969361098,121616,118918,118281,118847,213
376,2023-09-12,9904,11688,0.1526,9072,8673,0.046,8337,7256,0.149,4362,4559,0.0432,1712,2376,0.2795,36003,36643,0.0175,5757,5768,0.0019,10233,11246,0.0901,12475,11089,0.125,20982,22318,0.0599,0.07195576635300682,121616,118916,118281,118837,213
377,2023-09-13,9893,11688,0.1536,9073,8673,0.0461,8331,7256,0.1482,4362,4559,0.0432,1711,2376,0.2799,36003,36643,0.0175,5754,5768,0.0024,10243,11246,0.0892,12475,11089,0.125,20982,22318,0.0599,0.07195576635300682,121616,118917,118281,118827,213
378,2023-09-14,9881,11688,0.1546,9075,8673,0.0464,8335,7256,0.1487,4362,4559,0.0432,1709,2376,0.2807,36003,36643,0.0175,5754,5768,0.0024,10241,11246,0.0894,12475,11089,0.125,20982,22318,0.0599,0.07214176410412493,121616,118919,118281,118817,213
