name1,name2,distance,forced_redirection
Plateau,Ebonyi,424.97648074422466,0
Plateau,Delta,610.2276126403683,0
Plateau,Niger,415.5244411353706,0
Plateau,Kogi,301.153950802088,0
Plateau,Imo,509.4197626160059,0
Plateau,Osun,620.9736006617857,0
Plateau,Yobe,446.409037385479,0
Plateau,Edo,481.39474126833454,0
Plateau,Anambra,479.9446575720487,0
Plateau,Kwara,599.2260394086546,0
Plateau,Lagos,790.4781409503386,0
Plateau,Cross River,519.3661421216187,0
Plateau,Kano,332.6245389520578,0
Plateau,Akwa Ibom,547.210737930665,0
Plateau,Oyo,753.9197762460752,0
Plateau,Bauchi,105.36347352525539,0
Plateau,Adamawa,275.85566446940015,0
Plateau,Taraba,200.11347796713903,0
Plateau,Jigawa,375.2054167861117,0
Plateau,Sokoto,573.9289515268106,0
Plateau,Nassarawa,166.4420499551859,0
Plateau,Abia,504.1076796700993,0
Plateau,Ogun,822.7233845299802,0
Plateau,Bayelsa,662.8036498273917,0
Plateau,Gombe,150.43070288080287,0
Niger,Chad,961.737054049997,1
Niger,Diffa,774.9955877933247,1
Niger,Minawao,834.4978378918067,1
Niger,Maradi,378.39897434962256,1
Niger,Borno,825.9674242542087,0
Niger,Ondo,344.60570205235797,0
Niger,Kaduna,113.98448122377573,0
Niger,Benue,353.8596648125856,0
Niger,Enugu,423.6890086593019,0
Niger,Kebbi,304.0870625527793,0
Niger,Rivers,595.2202294669282,0
Niger,Federal Capital Territory,135.7125465422367,0
Niger,Ekiti,258.2933133701226,0
Niger,Zamfara,210.18446268157493,0
Niger,Katsina,312.39228710980854,0
Niger,Ebonyi,476.5577128772229,0
Niger,Delta,533.15045134288,0
Niger,Plateau,415.5244411353706,0
Niger,Kogi,282.4767503400901,0
Niger,Imo,493.07906910238825,0
Niger,Osun,321.9813614938324,0
Niger,Yobe,688.068390654954,0
Niger,Edo,351.37387214872837,0
Niger,Anambra,451.48003533747806,0
Niger,Kwara,256.28729519392544,0
Niger,Lagos,515.9177002524153,0
Niger,Cross River,617.4530732305307,0
Niger,Kano,320.5468872011526,0
Niger,Akwa Ibom,592.0565957508217,0
Niger,Oyo,411.3362546158944,0
Niger,Bauchi,393.54775311821476,0
Niger,Adamawa,688.4862189206489,0
Niger,Taraba,578.1253417751943,0
Niger,Jigawa,534.599544195668,0
Niger,Sokoto,334.0397101926056,0
Niger,Nassarawa,391.58122192738773,0
Niger,Abia,532.8889060985879,0
Niger,Ogun,527.6089480906994,0
Niger,Bayelsa,569.6146825455169,0
Niger,Gombe,546.2148617314012,0
Kogi,Chad,966.2183346103134,1
Kogi,Diffa,805.242259932714,1
Kogi,Minawao,745.5507835003519,1
Kogi,Maradi,610.8330758061195,1
Kogi,Borno,774.5327387150325,0
Kogi,Ondo,276.39057958578326,0
Kogi,Kaduna,350.5347231623315,0
